model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone INFINIX Hot 60I 4G 6Go 128Go - Neon Red,Infinix,X6728-HOT60I-6/128-NRED,419.000,,6,128.0,5000.0,6.7,,,4G,,Octa Core,Neon Red,,Oui,"Smartphone INFINIX Hot 60I 4G 6Go 128Go - Neon Red [X6728-HOT60I-6/128-NRED] Écran: 6,7"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: Mediatek Helio G81 Ultimate (12 nm) Octa-core - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 6 Go - Stockage : 128 Go - Appareil photo arr... 419,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-4g-6go-128go-neon-red.html
Smartphone INFINIX Hot 60I 4G 6Go 128Go - Meadow Green,Infinix,X6728-HOT60I-6/128-MGREEN,419.000,,6,128.0,5000.0,6.7,,,4G,,Octa Core,Meadow Green,,Oui,"Smartphone INFINIX Hot 60I 4G 6Go 128Go - Meadow Green [X6728-HOT60I-6/128-MGREEN] Écran: 6,7"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: Mediatek Helio G81 Ultimate (12 nm) Octa-core - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 6 Go - Stockage : 128 Go - Appareil photo arr... 419,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-4g-6go-128go-meadow-green.html
Smartphone INFINIX Hot 60I 4G 6Go 128Go - Soul Eye Purple,Infinix,X6728-HOT60I-6/128-SPURPLE,419.000,,6,128.0,5000.0,6.7,,,4G,,Octa Core,Soul Eye Purple,,Oui,"Smartphone INFINIX Hot 60I 4G 6Go 128Go - Soul Eye Purple [X6728-HOT60I-6/128-SPURPLE] Écran: 6,7"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: Mediatek Helio G81 Ultimate (12 nm) Octa-core - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 6 Go - Stockage : 128 Go - Appareil photo arr... 419,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-4g-6go-128go-soul-eye-purple.html
Smartphone XIAOMI Redmi 15C 4Go 128Go - Noir De Minuit,Xiaomi,REDMI-15C-4/128-MBLACK,429.000,,4,128.0,5160.0,6.9,,,4G,Android 15,Octa Core,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15C 4Go 128Go - Noir De Minuit [REDMI-15C-4/128-MBLACK] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 4Go (extensible ju... 429,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-noir-de-minuit.html
Smartphone XIAOMI Redmi 15C 4Go 128Go - Vert Menthe,Xiaomi,REDMI-15C-4/128-MGREEN,429.000,,4,128.0,5160.0,6.9,,,4G,Android 15,Octa Core,Vert Menthe,,Oui,"Smartphone XIAOMI Redmi 15C 4Go 128Go - Vert Menthe [REDMI-15C-4/128-MGREEN] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 4Go (extensible ju... 429,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-vert-menthe.html
Smartphone XIAOMI Redmi 15C 4Go 128Go - Bleu Moonlight,Xiaomi,REDMI-15C-4/128-MBLUE,429.000,,4,128.0,5160.0,6.9,,,4G,Android 15,Octa Core,Bleu Moonlight,,En arrivage,"Smartphone XIAOMI Redmi 15C 4Go 128Go - Bleu Moonlight [REDMI-15C-4/128-MBLUE] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 4Go (extensible ju... 429,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-bleu-moonlight.html
Smartphone XIAOMI Redmi 15C 4Go 128Go - Orange Twilight,Xiaomi,REDMI-15C-4/128-TORANGE,429.000,,4,128.0,5160.0,6.9,,,4G,Android 15,Octa Core,Orange Twilight,,Oui,"Smartphone XIAOMI Redmi 15C 4Go 128Go - Orange Twilight [REDMI-15C-4/128-TORANGE] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 4Go (extensible ju... 429,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-orange-twilight.html
Smartphone SAMSUNG GALAXY A07 TA 8Go 128Go - Violet Clair,Samsung,SM-A07TA-4/128-LVIOLET,429.000,,8,128.0,5000.0,6.7,50.0,,4G,Android 15,Octa Core,Violet Clair,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 8Go 128Go - Violet Clair [SM-A07TA-4/128-LVIOLET] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 8 Go (4Go + 4Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP ... 429,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-4go-128go-violet-clair.html
Smartphone SAMSUNG GALAXY A07 TA 8Go 128Go - Noir,Samsung,SM-A07TA-4/128-BLACK,429.000,,8,128.0,5000.0,6.7,50.0,,4G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 8Go 128Go - Noir [SM-A07TA-4/128-BLACK] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 8 Go (4Go + 4Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP ... 429,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-4go-128go-noir.html
Smartphone SAMSUNG GALAXY A07 TA 8Go 128Go - Vert,Samsung,SM-A07TA-4/128-GREEN,429.000,,8,128.0,5000.0,6.7,50.0,,4G,Android 15,Octa Core,Vert,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 8Go 128Go - Vert [SM-A07TA-4/128-GREEN] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 8 Go (4Go + 4Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP ... 429,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-4go-128go-vert.html
Smartphone HONOR X6b 6Go 128Go - Noir,Honor,HONOR-X6B-6/128-BK,539.000,449.000,6,128.0,5200.0,6.56,,,,Android 14,Octa Core,Noir,,En arrivage,"Smartphone HONOR X6b 6Go 128Go - Noir [HONOR-X6B-6/128-BK] Écran 6.56"" TFT LCD (720x 1612px), 90Hz - Processeur: Mediatek Helio G85 (12 nm) Octa Core (Cortex-A75 et 6x1,8 GHz Cortex-A55) - Système d'exploitation: Android 14, Magic OS 8 - Mémoire RAM: 6Go (extensible jusqu'à 12Go... 449,000 DT 539,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-honor-x6b-6go-128go-noir.html
Smartphone INFINIX Hot 60I 5G 4Go 128Go - Vert Mousson,Infinix,X6730-HOT60I-4/128-MGREEN,449.000,,4,128.0,5000.0,6.75,,,5G,,Octa Core,Vert Mousson,,Oui,"Smartphone INFINIX Hot 60I 5G 4Go 128Go - Vert Mousson [X6730-HOT60I-4/128-MGREEN] Écran: 6,75"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: MediaTek Dimensity 6400 (Octa-core, 6 nm) - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 4 Go - Stockage : 128 Go - Appareil photo arrièr... 449,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-5g-4go-128go-vert-mousson.html
Smartphone INFINIX Hot 60I 5G 4Go 128Go - Shadow Bleu,Infinix,X6730-HOT60I-4/128-SBLUE,449.000,,4,128.0,5000.0,6.75,,,5G,,Octa Core,Shadow Bleu,,Oui,"Smartphone INFINIX Hot 60I 5G 4Go 128Go - Shadow Bleu [X6730-HOT60I-4/128-SBLUE] Écran: 6,75"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: MediaTek Dimensity 6400 (Octa-core, 6 nm) - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 4 Go - Stockage : 128 Go - Appareil photo arrièr... 449,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-5g-4go-128go-shadow-bleu.html
Smartphone INFINIX Hot 60I 5G 4Go 128Go - Rouge Prune,Infinix,X6730-HOT60I-4/128-PRED,449.000,,4,128.0,5000.0,6.75,,,5G,,Octa Core,Rouge Prune,,Oui,"Smartphone INFINIX Hot 60I 5G 4Go 128Go - Rouge Prune [X6730-HOT60I-4/128-PRED] Écran: 6,75"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: MediaTek Dimensity 6400 (Octa-core, 6 nm) - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 4 Go - Stockage : 128 Go - Appareil photo arrièr... 449,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-5g-4go-128go-rouge-prune.html
Smartphone INFINIX Hot 60I 5G 4Go 128Go - Sleek Black,Infinix,X6730-HOT60I-4/128-SBLACK,449.000,,4,128.0,5000.0,6.75,,,5G,,Octa Core,Sleek Black,,Oui,"Smartphone INFINIX Hot 60I 5G 4Go 128Go - Sleek Black [X6730-HOT60I-4/128-SBLACK] Écran: 6,75"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: MediaTek Dimensity 6400 (Octa-core, 6 nm) - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 4 Go - Stockage : 128 Go - Appareil photo arrièr... 449,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-5g-4go-128go-sleek-black.html
Smartphone INFINIX Hot 50 FF 8Go 256Go - Gris Titanium,Infinix,X6882-HOT50FF-8/256-TGR,579.000,449.000,8,256.0,5000.0,6.78,,,,Android 14,Octa Core,Gris Titanium,,Non,"Smartphone INFINIX Hot 50 FF 8Go 256Go - Gris Titanium [X6882-HOT50FF-8/256-TGR] Écran: 6.78"" FHD+ (1080 x 2460px), 120Hz - Processeur: MediaTek Helio G100 Octa-core (2x 2.2 GHz Cortex A76 / 6x 2.0 GHz Cortex A55) - Système d'exploitation: Android 14, XOS 14.5 - RAM: 8Go (extensible jusqu'à 16Go) - S... 449,000 DT 579,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-infinix-hot-50-ff-8go-256go-gris-titanium.html
Smartphone VIVO Y19S 12Go 128Go - Silver,Vivo,VIVO-Y19S-6/128-SILVER,459.000,,6,128.0,5000.0,6.68,,,,Android 14,Octa Core,Silver,,Oui,"Smartphone VIVO Y19S 12Go 128Go - Silver [VIVO-Y19S-6/128-SILVER] Écran 6.68 LCD (1608 x 720pixels), 90Hz - Processeur: Unisoc Tiger T612 (12 nm) Octa-core - Système d'exploitation: Android 14, Funtouch 14 - RAM: 6Go (extensible 12Go) - Stockage: 128Go (extension 1 To) - Appareils Phot... 459,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-y19s-12gb-128gb-silver.html
Smartphone VIVO Y19s 12Go 128Go - Noir,Vivo,VIVO-Y19S-6/128-BLACK,459.000,,6,128.0,5000.0,6.68,,,,Android 14,Octa Core,Noir,,Oui,"Smartphone VIVO Y19s 12Go 128Go - Noir [VIVO-Y19S-6/128-BLACK] Écran 6.68 LCD (1608 x 720pixels), 90Hz - Processeur: Unisoc Tiger T612 (12 nm) Octa-core - Système d'exploitation: Android 14, Funtouch 14 - RAM: 6Go (extensible 12Go) - Stockage: 128Go (extension 1 To) - Appareils Phot... 459,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-y19s-12go-128go-noir.html
Smartphone XIAOMI Redmi 15C 6Go 128Go - Noir De Minuit,Xiaomi,REDMI-15C-6/128-MBLACK,469.000,,6,12.0,5160.0,6.9,,,,Android 15,Octa Core,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15C 6Go 128Go - Noir De Minuit [REDMI-15C-6/128-MBLACK] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 6Go - Stockage: 12... 469,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-6go-128go-noir-de-minuit.html
Smartphone XIAOMI Redmi 15C 6Go 128Go - Vert Menthe,Xiaomi,REDMI-15C-6/128-MGREEN,469.000,,6,12.0,5160.0,6.9,,,,Android 15,Octa Core,Vert Menthe,,Oui,"Smartphone XIAOMI Redmi 15C 6Go 128Go - Vert Menthe [REDMI-15C-6/128-MGREEN] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 6Go - Stockage: 12... 469,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-6go-128go-vert-menthe.html
