model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone SAMSUNG GALAXY A17 5G 8Go 256Go - Noir,Samsung,SM-A17-8/256-BLACK,999.000,,8,256.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 8Go 256Go - Noir [SM-A17-8/256-BLACK] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-8go-256go-noir.html
Smartphone SAMSUNG GALAXY A17 5G 8Go 256Go - Bleu,Samsung,SM-A17-8/256-BLUE,999.000,,8,256.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Bleu,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 8Go 256Go - Bleu [SM-A17-8/256-BLUE] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-8go-256go-bleu.html
Smartphone OPPO A6 PRO 4G 8Go 256Go - Bleu,OPPO,OPPO-A6PRO-8/256-BLUE,999.000,,8,256.0,5000.0,6.57,,,4G,,Octa Core,Bleu,,Oui,"Smartphone OPPO A6 PRO 4G 8Go 256Go - Bleu [OPPO-A6PRO-8/256-BLUE] Écran 6.57"" Amoled 1080×2372 Pixels, 120Hz, Protection d'écran (AGC DT-Star D+) - Processeur: MediaTek Helio G100 Octa-core - Carte graphique: ARM G57 MC2 @1 GHz - Systéme d'exploitation: ColorOS 15.0 - Mémoire RAM: 8Go ... 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a6-pro-4g-8go-256go-bleu.html
Smartphone OPPO A6 PRO 4G 8Go 256Go - Rouge,OPPO,OPPO-A6PRO-8/256-RED,999.000,,8,256.0,5000.0,6.57,,,4G,,Octa Core,Rouge,,Oui,"Smartphone OPPO A6 PRO 4G 8Go 256Go - Rouge [OPPO-A6PRO-8/256-RED] Écran 6.57"" Amoled 1080×2372 Pixels, 120Hz, Protection d'écran (AGC DT-Star D+) - Processeur: MediaTek Helio G100 Octa-core - Carte graphique: ARM G57 MC2 @1 GHz - Systéme d'exploitation: ColorOS 15.0 - Mémoire RAM: 8Go ... 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a6-pro-4g-8go-256go-rouge.html
Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go Edition Racing - Gris,Infinix,BU-X6851B-N40PRO/PLUS-RGR,1 299.000,999.000,24,256.0,5000.0,6.78,,,5G,,Octa Core,Gris,,Oui,"Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go Edition Racing - Gris [BU-X6851B-N40PRO/PLUS-RGR] Écran incurvé 3D 6.78"" AMOLED (1080 x 2436px), 120Hz - Verre Corning Gorilla - Conception de halo actif, Éclairage IA premier du segment - Processeur: Mediatek Dimensity 7020 (6 nm) Octa-Core - Système d'exploitation: An... 999,000 DT 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-40-pro-5g-24go-256go-edition-racing-gris.html
Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go - Obsidian Black,Infinix,BU-X6851B-N40PRO/PLUS-OBK,1 299.000,999.000,24,256.0,5000.0,6.78,,,5G,,Octa Core,Obsidian Black,,Oui,"Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go - Obsidian Black [BU-X6851B-N40PRO/PLUS-OBK] Écran incurvé 3D 6.78"" AMOLED (1080 x 2436px), 120Hz - Verre Corning Gorilla - Conception de halo actif, Éclairage IA premier du segment - Processeur: Mediatek Dimensity 7020 (6 nm) Octa-Core - Système d'exploitation: An... 999,000 DT 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-40-pro-5g-24go-256go-obsidian-black.html
Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go - Vintage Green,Infinix,BU-X6851B-N40PRO/PLUS-VGR,1 299.000,999.000,24,256.0,5000.0,6.78,,,5G,,Octa Core,Vintage Green,,En arrivage,"Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go - Vintage Green [BU-X6851B-N40PRO/PLUS-VGR] Écran incurvé 3D 6.78"" AMOLED (1080 x 2436px), 120Hz - Verre Corning Gorilla - Conception de halo actif, Éclairage IA premier du segment - Processeur: Mediatek Dimensity 7020 (6 nm) Octa-Core - Système d'exploitation: An... 999,000 DT 1 299,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-infinix-note-40-pro-5g-24go-256go-vintage-green.html
Smartphone SAMSUNG Galaxy A26 5G 12Go 128Go - Noir,Samsung,SM-A26-5G-6/128-BLACK,1 199.000,1 069.000,12,128.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG Galaxy A26 5G 12Go 128Go - Noir [SM-A26-5G-6/128-BLACK] Écran Super AMOLED 6.7""(FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android 15 - Mémoire : 12Go (extension RAM 6+6 Go) - Stockage : 128Go - Appareil photo arrière : 50.0 MP... 1 069,000 DT 1 199,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-6go-128go-noir.html
Smartphone SAMSUNG Galaxy A26 5G 12Go 128Go - Rose,Samsung,SM-A26-5G-6/128-PINK,1 199.000,1 069.000,12,128.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Rose,,Oui,"Smartphone SAMSUNG Galaxy A26 5G 12Go 128Go - Rose [SM-A26-5G-6/128-PINK] Écran Super AMOLED 6.7""(FHD+) - Taux de rafraîchissement: 120Hz - Processeur: Octa-Core - Système d’exploitation: Android 15 - Mémoire: 12Go (extension RAM 6+6 Go) - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 8.... 1 069,000 DT 1 199,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-6go-128go-rose.html
Smartphone Xiaomi Redmi Note 14 Pro 4G  8Go 256Go -  Midnight Black,Xiaomi,REDMI-N14PRO-8/256-MB,1 169.000,1 099.000,8,256.0,5000.0,6.67,200.0,,4G,,,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G  8Go 256Go -  Midnight Black [REDMI-N14PRO-8/256-MB] écran  6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 200 MP + 8 MP + ... 1 099,000 DT 1 169,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-midnight-black.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Océan blue,Xiaomi,REDMI-N14PRO-8/256-OBLUE,1 169.000,1 099.000,8,256.0,5000.0,6.67,200.0,,4G,,,Océan blue,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Océan blue [REDMI-N14PRO-8/256-OBLUE] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 200 MP + 8 MP + 2... 1 099,000 DT 1 169,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-ocean-blue.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Aurora Purple,Xiaomi,REDMI-N14PRO-8/256-APURPLE,1 169.000,1 099.000,8,256.0,5000.0,6.67,200.0,,4G,,,Aurora Purple,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Aurora Purple [REDMI-N14PRO-8/256-APURPLE] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP + 2 MP -... 1 099,000 DT 1 169,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-aurora-purple.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Vert,Xiaomi,REDMI-N14PRO-8/256-GREEN,1 099.000,,8,256.0,5000.0,6.67,200.0,,4G,,,Vert,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Vert [REDMI-N14PRO-8/256-GREEN] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP + 2 MP -... 1 099,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-vert.html
Smartphone SAMSUNG GALAXY A35 5G 8Go 128Go - Lilas,Samsung,SM-A35-8/128-LILAC,1 299.000,1 099.000,8,128.0,5000.0,6.6,,,5G,Android 14,Octa Core,Lilas,,Non,"Smartphone SAMSUNG GALAXY A35 5G 8Go 128Go - Lilas [SM-A35-8/128-LILAC] Écran 6.6"" Super AMOLED (1080 x 2340px, FHD+) 120 Hz - Corning Gorilla Glass Victus+ - Système d'exploitation: Android 14.0 - Processeur: Exynos 1380 Octa-core 2.4GHz, 2GHz - Mémoire RAM: 8Go - Stockage: 128Go - Appareil... 1 099,000 DT 1 299,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-samsung-galaxy-a35-5g-8go-128go-lilas.html
Smartphone OPPO A6 PRO 5G 8Go 256Go - Bleu,OPPO,OPPO-A6PRO-5G-8/256-BL,1 199.000,,8,256.0,5000.0,6.57,,,5G,,Octa Core,Bleu,,Oui,"Smartphone OPPO A6 PRO 5G 8Go 256Go - Bleu [OPPO-A6PRO-5G-8/256-BL] Écran 6.57"" Amoled 1080×2372 Pixels, 120Hz, Protection d'écran (AGC DT-Star D+) - Processeur: MediaTek Dimensity 6300 Octa-core - Carte graphique: Mali-G57 MC2@1072MHz - Systéme d'exploitation: ColorOS 15.0 - Mémoire RAM... 1 199,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-bleu.html
Smartphone HONOR  X9c  5G  12Go 256Go - Violet Titane,Honor,HONOR-X9C-12/256-TPURPLE,1 399.000,1 199.000,12,256.0,5000.0,6.78,,,5G,Android 14,Octa Core,Violet Titane,,Oui,"Smartphone HONOR  X9c  5G  12Go 256Go - Violet Titane [HONOR-X9C-12/256-TPURPLE] Ecran : 6.78 pouces AMOLED (1224 x 2700 pixels), 120 Hz, 4000 nits (crête) - Processeur: Snapdragon 6 Gen 1 de Qualcomm SM6450 (4 nm) Octa-core - GPU : Adréno 71 - Système d’exploitation: Android 14, Magic OS 8 - Mémoire... 1 199,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honors-x9c-5g-12go-256go-violet-titane.html
Smartphone HONOR  X9c  5G  12Go 256Go - Orange,Honor,HONOR-X9C-12/256-ORANGE,1 399.000,1 199.000,12,256.0,5000.0,6.78,,,5G,Android 14,Octa Core,Orange,,Oui,"Smartphone HONOR  X9c  5G  12Go 256Go - Orange [HONOR-X9C-12/256-ORANGE] Ecran : 6.78 pouces AMOLED (1224 x 2700 pixels), 120 Hz, 4000 nits (crête) - Processeur: Snapdragon 6 Gen 1 de Qualcomm SM6450 (4 nm) Octa-core - GPU : Adréno 71 - Système d’exploitation: Android 14, Magic OS 8 - Mémoire... 1 199,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honors-x9c-5g-12go-256go-orange.html
Smartphone OPPO A6 PRO 5G 8Go 256Go - Rouge,OPPO,OPPO-A6PRO-5G-8/256-RED,1 199.000,,8,256.0,5000.0,6.57,,,5G,,Octa Core,Rouge,,Oui,"Smartphone OPPO A6 PRO 5G 8Go 256Go - Rouge [OPPO-A6PRO-5G-8/256-RED] Écran 6.57"" Amoled 1080×2372 Pixels, 120Hz, Protection d'écran (AGC DT-Star D+) - Processeur: MediaTek Dimensity 6300 Octa-core - Carte graphique: Mali-G57 MC2@1072MHz - Systéme d'exploitation: ColorOS 15.0 - Mémoire RAM... 1 199,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-rouge.html
Smartphone HONOR X9b 5G 12Go 256Go - Orange,Honor,BU-HONOR-X9B-12/256-ORANGE,1 199.000,,12,256.0,5000.0,6.78,,,5G,,Octa Core,Orange,,Oui,"Smartphone HONOR X9b 5G 12Go 256Go - Orange [BU-HONOR-X9B-12/256-ORANGE] Écran: 6.78"" AMOLED (1200 x 2652 pixels), 1.5K, 120Hz - HONOR Ultra-Bounce: Écran Anti-Chute 360° - 5 technologies de protection des yeux - Processeur: Qualcomm Snapdragon 6 Gen 1 (4 nm) Octa-core (4 x A78 2,2 GHz+4 x A5... 1 199,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9b-5g-12go-256go-orange.html
Smartphone HONOR  X9c 5G 12Go 256Go -  Noir Titane,Honor,HONOR-X9C-12/256-TBK,1 399.000,1 199.000,12,256.0,5000.0,6.78,,,5G,Android 14,Octa Core,Noir Titane,,Oui,"Smartphone HONOR  X9c 5G 12Go 256Go -  Noir Titane [HONOR-X9C-12/256-TBK] Ecran : 6.78 pouces AMOLED (1224 x 2700 pixels), 120 Hz, 4000 nits (crête) - Processeur: Snapdragon 6 Gen 1 de Qualcomm SM6450 (4 nm) Octa-core - GPU : Adreno 710 - Système d’exploitation: Android 14, Magic OS 8 - Mémoir... 1 199,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9c-5g-12go-256go-noir-titane.html
Smartphone HONOR  X9c 256Go 12Go 5G  - Cyan,Honor,HONOR-X9C-12/256-CYAN,1 399.000,1 199.000,256,12.0,5000.0,6.78,,,5G,Android 14,Octa Core,Cyan,,Oui,"Smartphone HONOR  X9c 256Go 12Go 5G  - Cyan [HONOR-X9C-12/256-CYAN] Ecran : 6.78 pouces AMOLED (1224 x 2700 pixels), 120 Hz, 4000 nits (crête) - Processeur: Snapdragon 6 Gen 1 de Qualcomm SM6450 (4 nm) Octa-core - GPU : Adréno 71 - Système d’exploitation: Android 14, Magic OS 8 - Mémoire... 1 199,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9c-256go-12go-5g-cyan.html
Smartphone Xiaomi Redmi Note 14 Pro 5G 8Go 256Go - Midnight Black,Xiaomi,REDMI-N14PRO-5G-8/256-MB,1 259.000,,8,256.0,5000.0,6.67,,,5G,,MediaTek,Midnight Black,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 5G 8Go 256Go - Midnight Black [REDMI-N14PRO-5G-8/256-MB] Ecran CrystalRes AMOLED 6,67"" - Resolution : 2712 x 1220 pixels - Taux de rafraichissement : 120 Hz - Protection Corning Gorilla Glass Victus 2 - Processeur MediaTek Dimensity 7300 Ultra (4 nm) - Memoire vive : 8 Go RAM ... 1 259,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-5g-8go-256go-midnight-black.html
Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Blanc,Samsung,SM-A26-5G-8/256-WHITE,1 299.000,1 269.000,16,256.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Blanc,,Oui,"Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Blanc [SM-A26-5G-8/256-WHITE] Écran Super AMOLED 6.7""(FHD+) - Taux de rafraîchissement: 120Hz - Processeur: Octa-Core - Système d’exploitation: Android 15 - Mémoire: 16Go (extension RAM 8+8 Go) - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 8.... 1 269,000 DT 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-8go-256go-blanc.html
Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Noir,Samsung,SM-A26-5G-8/256-BLACK,1 299.000,1 269.000,16,256.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Noir [SM-A26-5G-8/256-BLACK] Écran Super AMOLED 6.7""(FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android 15 - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière : 50.0 MP... 1 269,000 DT 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-8go-256go-noir.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Midnight Black,Xiaomi,REDMI-N14PRO-12/512-MB,1 349.000,1 299.000,12,512.0,5000.0,6.67,200.0,,4G,,,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Midnight Black [REDMI-N14PRO-12/512-MB] écran 6,67 "" AMOLED - Résolution : Résolution (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM : 12Go - Mémoire : 512Go - Caméra arrière : 200 M... 1 299,000 DT 1 349,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-midnight-black.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Ocean blue,Xiaomi,REDMI-N14PRO-12/512-OBLUE,1 349.000,1 299.000,12,512.0,5000.0,6.67,200.0,,4G,,,Ocean blue,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Ocean blue [REDMI-N14PRO-12/512-OBLUE] écran 6,67 ""AMOLED -  Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 MP + 2 MP -... 1 299,000 DT 1 349,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-ocean-blue.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Aurora Purple,Xiaomi,REDMI-N14PRO-12/512-APURPLE,1 349.000,1 299.000,12,512.0,5000.0,6.67,200.0,,4G,,,Aurora Purple,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Aurora Purple [REDMI-N14PRO-12/512-APURPLE] écran  6,67 "", AMOLED - Résolution (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 MP + 2 MP ... 1 299,000 DT 1 349,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-aurora-purple.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Vert,Xiaomi,REDMI-N14PRO-12/512-GREEN,1 349.000,1 299.000,12,512.0,5000.0,6.67,200.0,,4G,,,Vert,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Vert [REDMI-N14PRO-12/512-GREEN] écran  6,67 "", AMOLED - Résolution (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 MP + 2 MP ... 1 299,000 DT 1 349,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-vert.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Gold,Xiaomi,REDMI-N14PRO-12/512-GOLD,1 299.000,,12,512.0,5000.0,6.67,200.0,,4G,,,Gold,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Gold [REDMI-N14PRO-12/512-GOLD] écran 6,67 "" AMOLED - Résolution: Résolution (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 ... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-gold.html
Smartphone HONOR X9D 5G 12Go 256Go - Marron Rougeâtre,Honor,HONOR-X9D-12/256-RBROWN,1 299.000,,12,256.0,5000.0,6.79,,,5G,Android 15,Octa Core,Marron Rougeâtre,,Oui,"Smartphone HONOR X9D 5G 12Go 256Go - Marron Rougeâtre [HONOR-X9D-12/256-RBROWN] Écran 6.79"" AMOLED (1200 x 2640 pixels), 120Hz, Verre aluminosilicate - Technologie de confort oculaire - Processeur: Snapdragon 6 Gen 4 Octa-core, Adreno A810 - Systéme d'exploitation: MagicOS 9.0 (Android 15) - Mémoire... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-marron-rougeatre.html
Smartphone HONOR X9D 5G 12Go 256Go - Noir De Minuit,Honor,HONOR-X9D-12/256-MBK,1 299.000,,12,256.0,5000.0,6.79,,,5G,Android 15,Octa Core,Noir De Minuit,,Oui,"Smartphone HONOR X9D 5G 12Go 256Go - Noir De Minuit [HONOR-X9D-12/256-MBK] Écran 6.79"" AMOLED (1200 x 2640 pixels), 120Hz, Verre aluminosilicate - Technologie de confort oculaire - Processeur: Snapdragon 6 Gen 4 Octa-core, Adreno A810 - Systéme d'exploitation: MagicOS 9.0 (Android 15) - Mémoire... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-noir-de-minuit.html
Smartphone HONOR X9D 5G 12Go 256Go - Gold,Honor,HONOR-X9D-12/256-SGOLD,1 299.000,,12,256.0,5000.0,6.79,,,5G,Android 15,Octa Core,Gold,,Oui,"Smartphone HONOR X9D 5G 12Go 256Go - Gold [HONOR-X9D-12/256-SGOLD] Écran 6.79"" AMOLED (1200 x 2640 pixels), 120Hz, Verre aluminosilicate - Technologie de confort oculaire - Processeur: Snapdragon 6 Gen 4 Octa-core, Adreno A810 - Systéme d'exploitation: MagicOS 9.0 (Android 15) - Mémoire... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-gold.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - Noir,Samsung,SM-A36-5G-8/128-BLACK,1 399.000,1 359.000,16,128.0,5000.0,6.7,50.0,,5G,,Octa Core,Noir,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - Noir [SM-A36-5G-8/128-BLACK] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur: Octa-Core - Système d’exploitation: Android  - Mémoire: 16Go (extension RAM 8+8 Go) - Stockage: 128Go - Appareil photo arrière: 50... 1 359,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-128go-noir.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - blanc,Samsung,SM-A36-5G-8/128-WHITE,1 399.000,1 359.000,16,128.0,5000.0,6.7,5.0,,5G,,Octa Core,blanc,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - blanc [SM-A36-5G-8/128-WHITE] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur: Octa-Core - Système d’exploitation: Android  - Mémoire: 16Go  (extension RAM 8+8 Go) - Stockage: 128Go - Appareil photo arrière: 5... 1 359,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-128go-blanc.html
Smartphone HONOR 400 5G 12 Go 512 Go - MIDNIGHT BLACK,Honor,HONOR-400-12/512-MBLACK,1 499.000,,12,512.0,5000.0,6.55,,,5G,Android 15,Octa Core,MIDNIGHT BLACK,,Oui,"Smartphone HONOR 400 5G 12 Go 512 Go - MIDNIGHT BLACK [HONOR-400-12/512-MBLACK] Écran 6,55 "" AMOLED (1264 x 2736 pixels) ,120 Hz - Processeur: Snapdragon 7 Gen 3 Octa-core - GPU : Adreno 720 - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire RAM: 12 Go - Capacité de stockage: 512 ... 1 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-400-12-512-gb-midnight-black.html
Smartphone HONOR 400 RAM 12 STOCKAGE 512 GB - DESERT GOLD,Honor,HONOR-400-12/512-DGOLD,1 499.000,,12,512.0,5000.0,6.55,,,,Android 15,Octa Core,DESERT GOLD,,Oui,"Smartphone HONOR 400 RAM 12 STOCKAGE 512 GB - DESERT GOLD [HONOR-400-12/512-DGOLD] Écran 6,55 "" AMOLED (1264 x 2736 pixels) ,120 Hz - Processeur: Snapdragon 7 Gen 3 Octa-core - GPU : Adreno 720 - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire RAM: 12 Go - Capacité de stockage: 512 ... 1 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-400-ram-12-stockage-512-gb-desert-gold.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Noir,Samsung,SM-A36-5G-8/256-BLACK,1 599.000,1 549.000,16,256.0,5000.0,6.7,,,5G,,Octa Core,Noir,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Noir [SM-A36-5G-8/256-BLACK] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière... 1 549,000 DT 1 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-256go-noir.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Lavender,Samsung,SM-A36-5G-8/256-LAVENDER,1 599.000,1 549.000,16,256.0,5000.0,6.7,,,5G,,Octa Core,Lavender,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Lavender [SM-A36-5G-8/256-LAVENDER] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière... 1 549,000 DT 1 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-256go-lavender.html
