name,brand,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,price,url,source,specs_sum_normalized,value_score,price_tier,ram_per_1k_tnd,storage_per_1k_tnd,battery_per_1k_tnd,camera_rear_per_1k_tnd,camera_total_mp,storage_ram_ratio,battery_per_inch,total_specs_score,is_5g,is_flagship_brand,is_latest_android
Samsung Galaxy A07 12 Go (6Go + 6Go Extensible) 128Go + Adaptateur Inclus Vert,Samsung,8.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Unknown,499.0,https://spacenet.tn/telephone-samsung/94716-samsung-galaxy-a07-12-go-6go-6go-extensible-128go-adaptateur-inclus-vert.html,SpaceNet,0.33752848074616343,0.6764097810544357,Budget,16.03206412825651,256.5130260521042,10020.040080160321,100.20040080160321,62.0,16.0,746.2686567164179,0.241453442883869,1,1,1
Samsung Galaxy A07 12 Go (6Go + 6Go Extensible) 128Go + Adaptateur Noir,Samsung,8.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Unknown,499.0,https://spacenet.tn/telephone-samsung/94715-samsung-galaxy-a07-12-go-6go-6go-extensible-128go-adaptateur-noir.html,SpaceNet,0.33752848074616343,0.6764097810544357,Budget,16.03206412825651,256.5130260521042,10020.040080160321,100.20040080160321,62.0,16.0,746.2686567164179,0.241453442883869,1,1,1
Smartphone Vivo Y28 4G 8Go 256Go Orange,Vivo,8.0,256.0,5500.0,6.78,50.0,5.0,4G,Android 14,Unknown,499.0,https://spacenet.tn/smartphone-tunisie/76861-smartphone-vivo-y28-4g-8go-256go-orange.html,SpaceNet,0.3763564912739788,0.7542214253987551,Budget,16.03206412825651,513.0260521042084,11022.044088176353,100.20040080160321,55.0,32.0,811.2094395280236,0.30452871638884066,0,0,1
Smartphone Infinix Hot 60 FF 5G 6Go 128Go Noir,INFINIX,6.0,128.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,499.0,https://spacenet.tn/hot-60/91399-smartphone-infinix-hot-60-ff-5g-6go-128go-noir.html,SpaceNet,0.3229859970860327,0.6472665272265185,Budget,12.024048096192384,256.5130260521042,10020.040080160321,100.20040080160321,58.0,21.333333333333332,746.2686567164179,0.2321397173936729,1,0,1
Smartphone Itel S24 8Go 256Go Noir,Itel Mobile,8.0,256.0,5000.0,6.6,50.0,8.0,4G,Android 13,Unknown,499.0,https://spacenet.tn/smartphone-tunisie/75304-smartphone-itel-s24-8go-256go-noir.html,SpaceNet,0.3566158681644809,0.7146610584458535,Budget,16.03206412825651,513.0260521042084,10020.040080160321,100.20040080160321,58.0,32.0,757.5757575757576,0.29311083980081887,0,0,1
Smartphone Infinix Hot 60 FF 5G 6Go 128Go Vert,INFINIX,6.0,128.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,499.0,https://spacenet.tn/hot-60/91397-smartphone-infinix-hot-60-ff-5g-6go-128go-vert.html,SpaceNet,0.3229859970860327,0.6472665272265185,Budget,12.024048096192384,256.5130260521042,10020.040080160321,100.20040080160321,58.0,21.333333333333332,746.2686567164179,0.2321397173936729,1,0,1
Smartphone Infinix Hot 60 FF 5G 6Go 128Go Bleu,INFINIX,6.0,128.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,499.0,https://spacenet.tn/hot-60/91393-smartphone-infinix-hot-60-ff-5g-6go-128go-bleu.html,SpaceNet,0.3229859970860327,0.6472665272265185,Budget,12.024048096192384,256.5130260521042,10020.040080160321,100.20040080160321,58.0,21.333333333333332,746.2686567164179,0.2321397173936729,1,0,1
Smartphone Vivo Y28 4G 8Go 256Go Vert,Vivo,8.0,256.0,5500.0,6.78,50.0,5.0,4G,Android 14,Unknown,499.0,https://spacenet.tn/smartphone-tunisie/76864-smartphone-vivo-y28-4g-8go-256go-vert.html,SpaceNet,0.3763564912739788,0.7542214253987551,Budget,16.03206412825651,513.0260521042084,11022.044088176353,100.20040080160321,55.0,32.0,811.2094395280236,0.30452871638884066,0,0,1
Smartphone Vivo Y21d  6Go 256Go Rouge,Vivo,6.0,256.0,6500.0,6.7,50.0,5.0,4G,Android 15,Octa Core,529.0,https://spacenet.tn/smartphone-tunisie/94725-smartphone-vivo-y21d-6go-256go-rouge.html,SpaceNet,0.3974209848269959,0.7512684023194629,Mid-Range,11.342155009451796,483.93194706994325,12287.334593572778,94.5179584120983,55.0,42.666666666666664,970.1492537313433,0.3273051300396004,0,0,1
Smartphone Vivo Y21d  6Go 256Go Vert,Vivo,6.0,256.0,6500.0,6.7,50.0,5.0,4G,Android 15,Octa Core,529.0,https://spacenet.tn/smartphone-tunisie/94724-smartphone-vivo-y21d-6go-256go-vert.html,SpaceNet,0.3974209848269959,0.7512684023194629,Mid-Range,11.342155009451796,483.93194706994325,12287.334593572778,94.5179584120983,55.0,42.666666666666664,970.1492537313433,0.3273051300396004,0,0,1
Smartphone Realme C61 8Go 256Go Vert Foncé,Realme,8.0,256.0,5000.0,6.7,50.0,8.0,4G,Android 14,Unisoc,539.0,https://spacenet.tn/smartphone-tunisie/81972-smartphone-realme-c61-8go-256go-vert-fonce.html,SpaceNet,0.3653877979890423,0.6778994396828243,Mid-Range,14.84230055658627,474.95361781076065,9276.437847866418,92.76437847866418,58.0,32.0,746.2686567164179,0.2957424187481873,0,0,1
Smartphone Xiaomi Redmi 13C 5G 4Go 128Go Silver,XIAOMI,4.0,128.0,5030.0,6.74,50.0,5.0,5G,Android 13,MediaTek,539.0,https://spacenet.tn/redmi-13/88631-smartphone-xiaomi-redmi-13c-5g-4go-128go-silver.html,SpaceNet,0.31628657654346604,0.5868025538839815,Mid-Range,7.421150278293135,237.47680890538032,9332.096474953618,92.76437847866418,55.0,32.0,746.2908011869436,0.22673781888472305,1,0,1
Smartphone Xiaomi Redmi 13C 5G 4Go 128Go Noir,XIAOMI,4.0,128.0,5030.0,6.74,50.0,5.0,5G,Android 13,MediaTek,539.0,https://spacenet.tn/redmi-13/88630-smartphone-xiaomi-redmi-13c-5g-4go-128go-noir.html,SpaceNet,0.31628657654346604,0.5868025538839815,Mid-Range,7.421150278293135,237.47680890538032,9332.096474953618,92.76437847866418,55.0,32.0,746.2908011869436,0.22673781888472305,1,0,1
Smartphone Realme C61 8Go 256Go Gold,Realme,8.0,256.0,5000.0,6.7,50.0,8.0,4G,Android 14,Unisoc,539.0,https://spacenet.tn/smartphone-tunisie/81971-smartphone-realme-c61-8go-256go-gold.html,SpaceNet,0.3653877979890423,0.6778994396828243,Mid-Range,14.84230055658627,474.95361781076065,9276.437847866418,92.76437847866418,58.0,32.0,746.2686567164179,0.2957424187481873,0,0,1
Smartphone Xiaomi Redmi 15C 8Go 256Go Bleu,XIAOMI,8.0,256.0,6000.0,6.73,50.0,8.0,4G,Android 15,Octa Core,549.0,https://spacenet.tn/redmi-15c/92604-smartphone-xiaomi-remi-15c-8go-256go-bleu.html,SpaceNet,0.39675500912031886,0.7226867197091418,Mid-Range,14.571948998178506,466.3023679417122,10928.96174863388,91.07468123861565,58.0,32.0,891.5304606240712,0.3223939613979151,0,0,1
Smartphone Xiaomi Redmi 15C 8Go 256Go Orange,XIAOMI,8.0,256.0,6000.0,6.73,50.0,8.0,4G,Android 15,Octa Core,549.0,https://spacenet.tn/redmi-15c/92606-smartphone-xiaomi-redmi-15c-8go-256go-orange.html,SpaceNet,0.39675500912031886,0.7226867197091418,Mid-Range,14.571948998178506,466.3023679417122,10928.96174863388,91.07468123861565,58.0,32.0,891.5304606240712,0.3223939613979151,0,0,1
Smartphone Honor X7c 8Go 256Go Blanc,Honor,8.0,256.0,5200.0,6.7,50.0,5.0,4G,Android 15,Unknown,549.0,https://spacenet.tn/honor-smartphone/91707-smartphone-honor-x7c-8go-256go-blanc.html,SpaceNet,0.3607182577591572,0.6570460068472809,Mid-Range,14.571948998178506,466.3023679417122,9471.766848816029,91.07468123861565,55.0,32.0,776.1194029850747,0.2946648325412908,0,0,1
Smartphone Xiaomi Redmi 15C 8Go 256Go Vert,XIAOMI,8.0,256.0,6000.0,6.73,50.0,8.0,4G,Android 15,Octa Core,549.0,https://spacenet.tn/redmi-15c/92605-smartphone-xiaomi-redmi-15c-8go-256go-vert.html,SpaceNet,0.39675500912031886,0.7226867197091418,Mid-Range,14.571948998178506,466.3023679417122,10928.96174863388,91.07468123861565,58.0,32.0,891.5304606240712,0.3223939613979151,0,0,1
Smartphone Xiaomi Redmi 15C 8Go 256Go Noir,XIAOMI,8.0,256.0,6000.0,6.73,50.0,8.0,4G,Android 15,Octa Core,549.0,https://spacenet.tn/redmi-15c/92607-smartphone-xiaomi-redmi-15c-8go-256go-noir.html,SpaceNet,0.39675500912031886,0.7226867197091418,Mid-Range,14.571948998178506,466.3023679417122,10928.96174863388,91.07468123861565,58.0,32.0,891.5304606240712,0.3223939613979151,0,0,1
Smartphone Samsung Galaxy A16 4Go 128Go Vert,Samsung,4.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 14,Octa Core,549.0,https://spacenet.tn/a16/86159-smartphone-samsung-galaxy-a16-4go-128go-vert.html,SpaceNet,0.3362212912036798,0.6124249384402182,Mid-Range,7.285974499089253,233.1511839708561,9107.468123861565,91.07468123861565,62.0,32.0,746.2686567164179,0.2394926585701435,0,1,1
Smartphone Honor X7c 8Go 256Go Vert,Honor,8.0,256.0,5200.0,6.7,50.0,5.0,4G,Android 15,Unknown,549.0,https://spacenet.tn/honor-smartphone/87672-smartphone-honor-x7c-8go-256go-vert.html,SpaceNet,0.3607182577591572,0.6570460068472809,Mid-Range,14.571948998178506,466.3023679417122,9471.766848816029,91.07468123861565,55.0,32.0,776.1194029850747,0.2946648325412908,0,0,1
Smartphone Realme C67 8Go 256Go Vert,Realme,8.0,256.0,5000.0,6.72,108.0,8.0,4G,Android 13,Unknown,549.0,https://spacenet.tn/smartphone-tunisie/69944-smartphone-realme-c67-8go-256go-vert.html,SpaceNet,0.41671483352660416,0.7590434126167652,Mid-Range,14.571948998178506,466.3023679417122,9107.468123861565,196.72131147540983,116.0,32.0,744.047619047619,0.3557559140248405,0,0,1
Smartphone Honor X7c 8Go 256Go Noir,Honor,8.0,256.0,5200.0,6.7,50.0,5.0,4G,Android 15,Unknown,549.0,https://spacenet.tn/honor-smartphone/87669-smartphone-honor-x7c-8go-256go-noir.html,SpaceNet,0.3607182577591572,0.6570460068472809,Mid-Range,14.571948998178506,466.3023679417122,9471.766848816029,91.07468123861565,55.0,32.0,776.1194029850747,0.2946648325412908,0,0,1
Smartphone Samsung Galaxy A16 4Go 128Go Gris,Samsung,4.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 14,Octa Core,549.0,https://spacenet.tn/a16/86162-smartphone-samsung-galaxy-a16-4go-128go-gris.html,SpaceNet,0.3362212912036798,0.6124249384402182,Mid-Range,7.285974499089253,233.1511839708561,9107.468123861565,91.07468123861565,62.0,32.0,746.2686567164179,0.2394926585701435,0,1,1
Smartphone Samsung Galaxy A16 4Go 128Go Noir,Samsung,4.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 14,Octa Core,549.0,https://spacenet.tn/a16/86155-smartphone-samsung-galaxy-a16-4go-128go-noir.html,SpaceNet,0.3362212912036798,0.6124249384402182,Mid-Range,7.285974499089253,233.1511839708561,9107.468123861565,91.07468123861565,62.0,32.0,746.2686567164179,0.2394926585701435,0,1,1
Smartphone Vivo V30 Lite 8Go 256Go Vert,Vivo,8.0,256.0,5000.0,6.67,50.0,50.0,5G,Android 14,Octa Core,559.0,https://spacenet.tn/smartphone-tunisie/75059-smartphone-vivo-v30-lite-8go-256go-vert.html,SpaceNet,0.5085895523750072,0.9098203083631614,Mid-Range,14.311270125223611,457.96064400715557,8944.543828264757,89.44543828264757,100.0,32.0,749.6251874062968,0.38245294506397676,1,0,1
Smartphone Vivo V30 Lite 8Go 256Go Noir,Vivo,8.0,256.0,5000.0,6.67,50.0,50.0,5G,Android 14,Octa Core,559.0,https://spacenet.tn/smartphone-tunisie/75060-smartphone-vivo-v30-lite-8go-256go-noir.html,SpaceNet,0.5085895523750072,0.9098203083631614,Mid-Range,14.311270125223611,457.96064400715557,8944.543828264757,89.44543828264757,100.0,32.0,749.6251874062968,0.38245294506397676,1,0,1
Smartphone Infinix Hot 60i 5G 8Go 256Go Bleu,INFINIX,8.0,256.0,6000.0,6.78,108.0,8.0,5G,Android 15,MediaTek,559.0,https://spacenet.tn/smartphone-tunisie/93481-smartphone-infinix-hot-60i-5g-8go-256go-bleu.html,SpaceNet,0.4507136236052491,0.8062855520666351,Mid-Range,14.311270125223611,457.96064400715557,10733.45259391771,193.20214669051876,116.0,32.0,884.9557522123894,0.38319693035877883,1,0,1
Smartphone Infinix Hot 60i 5G 8Go 256Go Vert,INFINIX,8.0,256.0,6000.0,6.78,108.0,8.0,5G,Android 15,MediaTek,559.0,https://spacenet.tn/smartphone-tunisie/93480-smartphone-infinix-hot-60i-5g-8go-256go-vert.html,SpaceNet,0.4507136236052491,0.8062855520666351,Mid-Range,14.311270125223611,457.96064400715557,10733.45259391771,193.20214669051876,116.0,32.0,884.9557522123894,0.38319693035877883,1,0,1
Smartphone Infinix Hot 60i 5G 8Go 256Go Noir,INFINIX,8.0,256.0,6000.0,6.78,108.0,8.0,5G,Android 15,MediaTek,559.0,https://spacenet.tn/smartphone-tunisie/93479-smartphone-infinix-hot-60i-5g-8go-256go-noir.html,SpaceNet,0.4507136236052491,0.8062855520666351,Mid-Range,14.311270125223611,457.96064400715557,10733.45259391771,193.20214669051876,116.0,32.0,884.9557522123894,0.38319693035877883,1,0,1
Smartphone Infinix Hot 60i 5G 8Go 256Go Rouge,INFINIX,8.0,256.0,6000.0,6.78,108.0,8.0,5G,Android 15,MediaTek,559.0,https://spacenet.tn/smartphone-tunisie/93478-smartphone-infinix-hot-60i-5g-8go-256go-rouge.html,SpaceNet,0.4507136236052491,0.8062855520666351,Mid-Range,14.311270125223611,457.96064400715557,10733.45259391771,193.20214669051876,116.0,32.0,884.9557522123894,0.38319693035877883,1,0,1
Smartphone Infinix Hot 60 FF 5G 8Go 256Go Vert,INFINIX,8.0,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,579.0,https://spacenet.tn/hot-60/91403-smartphone-infinix-hot-60-ff-5g-8go-256go-vert.html,SpaceNet,0.3653877979890423,0.6310670086166534,Mid-Range,13.816925734024181,442.1416234887738,8635.578583765113,86.35578583765113,58.0,32.0,746.2686567164179,0.2957424187481873,1,0,1
Smartphone Infinix Hot 60 FF 5G 8Go 256Go Bleu,INFINIX,8.0,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,579.0,https://spacenet.tn/hot-60/91401-smartphone-infinix-hot-60-ff-5g-8go-256go-bleu.html,SpaceNet,0.3653877979890423,0.6310670086166534,Mid-Range,13.816925734024181,442.1416234887738,8635.578583765113,86.35578583765113,58.0,32.0,746.2686567164179,0.2957424187481873,1,0,1
Smartphone Infinix Hot 60 FF 5G 8Go 256Go Noir,INFINIX,8.0,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,579.0,https://spacenet.tn/hot-60/91400-smartphone-infinix-hot-60-ff-5g-8go-256go-noir.html,SpaceNet,0.3653877979890423,0.6310670086166534,Mid-Range,13.816925734024181,442.1416234887738,8635.578583765113,86.35578583765113,58.0,32.0,746.2686567164179,0.2957424187481873,1,0,1
Smartphone Infinix Hot 60 FF 5G 8Go 256Go Caramel,INFINIX,8.0,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,579.0,https://spacenet.tn/hot-60/91402-smartphone-infinix-hot-60-ff-5g-8go-256go-caramel.html,SpaceNet,0.3653877979890423,0.6310670086166534,Mid-Range,13.816925734024181,442.1416234887738,8635.578583765113,86.35578583765113,58.0,32.0,746.2686567164179,0.2957424187481873,1,0,1
Smartphone Itel RS4 12Go 256Go Noir,Itel Mobile,12.0,256.0,5000.0,6.7,50.0,8.0,4G,Android 13,Octa Core,599.0,https://spacenet.tn/smartphone-tunisie/77346-smartphone-itel-rs4-12go-256go-noir.html,SpaceNet,0.36669498753152596,0.6121786102362704,Mid-Range,20.03338898163606,427.3789649415693,8347.245409015026,83.47245409015025,58.0,21.333333333333332,746.2686567164179,0.2977032030619128,0,0,1
Smartphone Xiaomi Redmi 15C 4Go 128Go 5G Vert,XIAOMI,4.0,128.0,6000.0,6.73,50.0,8.0,5G,Android 14,MediaTek,599.0,https://spacenet.tn/redmi-15c/95257-smartphone-xiaomi-redmi-15c-4go-128go-5g-vert.html,SpaceNet,0.3536996134460673,0.5904834949016149,Mid-Range,6.67779632721202,213.68948247078464,10016.69449081803,83.47245409015025,58.0,32.0,891.5304606240712,0.2578108678865379,1,0,1
Smartphone Xiaomi Redmi 15C 4Go 128Go 5G Noir,XIAOMI,4.0,128.0,6000.0,6.73,50.0,8.0,5G,Android 14,MediaTek,599.0,https://spacenet.tn/redmi-15c/95254-smartphone-xiaomi-redmi-15c-4go-128go-5g-noir.html,SpaceNet,0.3536996134460673,0.5904834949016149,Mid-Range,6.67779632721202,213.68948247078464,10016.69449081803,83.47245409015025,58.0,32.0,891.5304606240712,0.2578108678865379,1,0,1
Smartphone Oppo A5X 4Go 128Go Blanc,Oppo,4.0,128.0,5000.0,6.82,50.0,6.5,4G,Android 15,Snapdragon,599.0,https://spacenet.tn/oppo-smartphones/91979-smartphone-oppo-a5x-4go-128go-blanc.html,SpaceNet,0.3276503847709313,0.5469956340082326,Mid-Range,6.67779632721202,213.68948247078464,8347.245409015026,83.47245409015025,56.5,32.0,733.1378299120234,0.23119221997365227,0,1,1
Smartphone Vivo Y29 8Go 256Go Marron,Vivo,8.0,256.0,5000.0,6.68,50.0,5.0,4G,Android 15,Octa Core,599.0,https://spacenet.tn/smartphone-tunisie/90040-smartphone-vivo-y29-8go-256go-marron.html,SpaceNet,0.35321674535746334,0.5896773712144631,Mid-Range,13.35559265442404,427.3789649415693,8347.245409015026,83.47245409015025,55.0,32.0,748.502994011976,0.2889661029587136,0,0,1
Smartphone Oppo A5X 4Go 128Go Bleu,Oppo,4.0,128.0,5000.0,6.82,50.0,6.5,4G,Android 15,Snapdragon,599.0,https://spacenet.tn/oppo-smartphones/91978-smartphone-oppo-a5x-4go-128go-bleu.html,SpaceNet,0.3276503847709313,0.5469956340082326,Mid-Range,6.67779632721202,213.68948247078464,8347.245409015026,83.47245409015025,56.5,32.0,733.1378299120234,0.23119221997365227,0,1,1
Smartphone Itel RS4 12Go 256Go Blanc,Itel Mobile,12.0,256.0,5000.0,6.7,50.0,8.0,4G,Android 13,Octa Core,599.0,https://spacenet.tn/smartphone-tunisie/77347-smartphone-itel-rs4-12go-256go-blanc.html,SpaceNet,0.36669498753152596,0.6121786102362704,Mid-Range,20.03338898163606,427.3789649415693,8347.245409015026,83.47245409015025,58.0,21.333333333333332,746.2686567164179,0.2977032030619128,0,0,1
Smartphone Honor X7d 5G 6Go 128Go Silver,Honor,6.0,128.0,6500.0,6.7,50.0,5.0,5G,Android 15,Snapdragon,599.0,https://spacenet.tn/smartphone-tunisie/94398-smartphone-honor-x7d-5g-6go-128go-silver.html,SpaceNet,0.3556727786952281,0.593777593815072,Mid-Range,10.01669449081803,213.68948247078464,10851.419031719533,83.47245409015025,55.0,21.333333333333332,970.1492537313433,0.2646828208419488,1,0,1
Smartphone Honor X7d 5G 6Go 128Go Noir,Honor,6.0,128.0,6500.0,6.7,50.0,5.0,5G,Android 15,Snapdragon,599.0,https://spacenet.tn/smartphone-tunisie/94401-smartphone-honor-x7d-5g-6go-128go-noir.html,SpaceNet,0.3556727786952281,0.593777593815072,Mid-Range,10.01669449081803,213.68948247078464,10851.419031719533,83.47245409015025,55.0,21.333333333333332,970.1492537313433,0.2646828208419488,1,0,1
Smartphone Vivo Y29 8Go 256Go Blanc,Vivo,8.0,256.0,5000.0,6.68,50.0,5.0,4G,Android 15,Octa Core,599.0,https://spacenet.tn/smartphone-tunisie/90043-smartphone-vivo-y29-8go-256go-blanc.html,SpaceNet,0.35321674535746334,0.5896773712144631,Mid-Range,13.35559265442404,427.3789649415693,8347.245409015026,83.47245409015025,55.0,32.0,748.502994011976,0.2889661029587136,0,0,1
Smartphone Honor X7d 5G 6Go 128Go Gold,Honor,6.0,128.0,6500.0,6.7,50.0,5.0,5G,Android 15,Snapdragon,599.0,https://spacenet.tn/smartphone-tunisie/94394-smartphone-honor-x7d-5g-6go-128go-gold.html,SpaceNet,0.3556727786952281,0.593777593815072,Mid-Range,10.01669449081803,213.68948247078464,10851.419031719533,83.47245409015025,55.0,21.333333333333332,970.1492537313433,0.2646828208419488,1,0,1
Smartphone Realme C53 8Go 256Go Gold,Realme,8.0,256.0,5000.0,6.74,50.0,8.0,4G,Android 13,Unknown,619.0,https://spacenet.tn/smartphone-tunisie/68095-smartphone-realme-c53-8go-256go-gold.html,SpaceNet,0.3688965699188669,0.595955686460205,Mid-Range,12.924071082390954,413.57027463651053,8077.544426494346,80.77544426494346,58.0,32.0,741.8397626112759,0.2967950503271347,0,0,1
Smartphone Xiaomi Redmi Note 14 6Go 128Go Bleu,XIAOMI,6.0,128.0,5500.0,6.73,108.0,20.0,4G,Android 14,Octa Core,649.0,https://spacenet.tn/redmi-note-14/86682-smartphone-xiaomi-redmi-note-14-6go-128go-bleu.html,SpaceNet,0.4312247083646714,0.6644448511011886,Mid-Range,9.244992295839753,197.22650231124805,8474.57627118644,166.40986132511554,128.0,21.333333333333332,817.2362555720654,0.33034740504782156,0,0,1
Smartphone Xiaomi Redmi Note 14 6Go 128Go Noir,XIAOMI,6.0,128.0,5500.0,6.73,108.0,20.0,4G,Android 14,Octa Core,649.0,https://spacenet.tn/redmi-note-14/86681-smartphone-xiaomi-redmi-note-14-6go-128go-noir.html,SpaceNet,0.4312247083646714,0.6644448511011886,Mid-Range,9.244992295839753,197.22650231124805,8474.57627118644,166.40986132511554,128.0,21.333333333333332,817.2362555720654,0.33034740504782156,0,0,1
Smartphone Xiaomi Redmi Note 14 6Go 128Go Vert,XIAOMI,6.0,128.0,5500.0,6.73,108.0,20.0,4G,Android 14,Octa Core,649.0,https://spacenet.tn/redmi-note-14/86683-smartphone-xiaomi-redmi-note-14-6go-128go-vert.html,SpaceNet,0.4312247083646714,0.6644448511011886,Mid-Range,9.244992295839753,197.22650231124805,8474.57627118644,166.40986132511554,128.0,21.333333333333332,817.2362555720654,0.33034740504782156,0,0,1
Smartphone Xiaomi Redmi 15 8Go 256Go Violet,XIAOMI,8.0,256.0,7000.0,6.73,50.0,8.0,4G,Android 15,Snapdragon,669.0,https://spacenet.tn/redmi-15/92613-smartphone-xiaomi-redmi-15-8go-256go-violet.html,SpaceNet,0.4254906413042269,0.6360099272111015,Mid-Range,11.958146487294469,382.660687593423,10463.378176382661,74.73841554559043,58.0,32.0,1040.118870728083,0.34825603036343233,0,0,1
Smartphone Xiaomi Redmi 15 8Go 256Go Noir,XIAOMI,8.0,256.0,7000.0,6.73,50.0,8.0,4G,Android 15,Snapdragon,669.0,https://spacenet.tn/redmi-15/92615-smartphone-xiaomi-redmi-15-8go-256go-noir.html,SpaceNet,0.4254906413042269,0.6360099272111015,Mid-Range,11.958146487294469,382.660687593423,10463.378176382661,74.73841554559043,58.0,32.0,1040.118870728083,0.34825603036343233,0,0,1
Smartphone Xiaomi Redmi 15 8Go 256Go Gris,XIAOMI,8.0,256.0,7000.0,6.73,50.0,8.0,4G,Android 15,Snapdragon,669.0,https://spacenet.tn/redmi-15/92617-smartphone-xiaomi-redmi-15-8go-256go-gris.html,SpaceNet,0.4254906413042269,0.6360099272111015,Mid-Range,11.958146487294469,382.660687593423,10463.378176382661,74.73841554559043,58.0,32.0,1040.118870728083,0.34825603036343233,0,0,1
Smartphone Honor X7d 4G 8Go 256Go Gold,Honor,8.0,256.0,5200.0,6.7,50.0,5.0,4G,Android 15,Unknown,699.0,https://spacenet.tn/smartphone-tunisie/96946-smartphone-honor-x7d-4g-8go-256go-gold.html,SpaceNet,0.3607182577591572,0.5160490096697529,Mid-Range,11.444921316165953,366.2374821173105,7439.198855507869,71.53075822603721,55.0,32.0,776.1194029850747,0.2946648325412908,0,0,1
Smartphone Oppo A5 6Go 128Go Vert,Oppo,6.0,128.0,5000.0,6.72,50.0,8.0,4G,Android 13,Unknown,699.0,https://spacenet.tn/oppo-smartphones/90349-smartphone-oppo-a5-6go-128go-vert.html,SpaceNet,0.324740383050945,0.4645785165249571,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,58.0,21.333333333333332,744.047619047619,0.2326660331831466,0,1,1
Smartphone Honor X7d 4G 8Go 256Go Silver,Honor,8.0,256.0,5200.0,6.7,50.0,5.0,4G,Android 15,Unknown,699.0,https://spacenet.tn/smartphone-tunisie/96953-smartphone-honor-x7d-4g-8go-256go-silver.html,SpaceNet,0.3607182577591572,0.5160490096697529,Mid-Range,11.444921316165953,366.2374821173105,7439.198855507869,71.53075822603721,55.0,32.0,776.1194029850747,0.2946648325412908,0,0,1
Smartphone Honor X7d 4G 8Go 256Go Noir,Honor,8.0,256.0,5200.0,6.7,50.0,5.0,4G,Android 15,Unknown,699.0,https://spacenet.tn/smartphone-tunisie/96939-smartphone-honor-x7d-4g-8go-256go-noir.html,SpaceNet,0.3607182577591572,0.5160490096697529,Mid-Range,11.444921316165953,366.2374821173105,7439.198855507869,71.53075822603721,55.0,32.0,776.1194029850747,0.2946648325412908,0,0,1
Smartphone Samsung Galaxy A16 8Go 256Go Gris,Samsung,8.0,256.0,5000.0,6.7,50.0,12.0,4G,Android 14,Octa Core,699.0,https://spacenet.tn/a16/86164-smartphone-samsung-galaxy-a16-8go-256go-gris.html,SpaceNet,0.3792766868779312,0.5425989797967543,Mid-Range,11.444921316165953,366.2374821173105,7153.07582260372,71.53075822603721,62.0,32.0,746.2686567164179,0.3040757520815206,0,1,1
Smartphone Oppo A5 6Go 128Go Blanc,Oppo,6.0,128.0,5000.0,6.72,50.0,8.0,4G,Android 13,Unknown,699.0,https://spacenet.tn/oppo-smartphones/90350-smartphone-oppo-a5-6go-128go-blanc.html,SpaceNet,0.324740383050945,0.4645785165249571,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,58.0,21.333333333333332,744.047619047619,0.2326660331831466,0,1,1
Samsung Galaxy A17 4G 12 Go (6Go + 6Go Extensible)128Go Gris,Samsung,8.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://spacenet.tn/telephone-samsung/93042-samsung-galaxy-a17-4g-6go-128go-gris.html,SpaceNet,0.33752848074616343,0.48287336301310935,Mid-Range,11.444921316165953,183.11874105865525,7153.07582260372,71.53075822603721,62.0,16.0,746.2686567164179,0.241453442883869,0,1,1
Samsung Galaxy A17 4G 12 Go (6Go + 6Go Extensible)128Go Noir,Samsung,8.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://spacenet.tn/telephone-samsung/93055-samsung-galaxy-a17-4g-6go-128go-noir.html,SpaceNet,0.33752848074616343,0.48287336301310935,Mid-Range,11.444921316165953,183.11874105865525,7153.07582260372,71.53075822603721,62.0,16.0,746.2686567164179,0.241453442883869,0,1,1
Samsung Galaxy A17 4G 12 Go (6Go + 6Go Extensible) 128Go Bleu,Samsung,8.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://spacenet.tn/telephone-samsung/93058-samsung-galaxy-a17-4g-6go-128go-bleu.html,SpaceNet,0.33752848074616343,0.48287336301310935,Mid-Range,11.444921316165953,183.11874105865525,7153.07582260372,71.53075822603721,62.0,16.0,746.2686567164179,0.241453442883869,0,1,1
