name,brand,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,price,url,source,specs_sum_normalized,value_score,price_tier,ram_per_1k_tnd,storage_per_1k_tnd,battery_per_1k_tnd,camera_rear_per_1k_tnd,camera_total_mp,storage_ram_ratio,battery_per_inch,total_specs_score,is_5g,is_flagship_brand,is_latest_android
Smartphone Infinix HOT 60 Pro Plus 4G / 8 Go / 256 Go / CORAL TIDES,Infinix,8.0,256.0,5160.0,6.78,108.0,13.0,4G,Android 15,MediaTek,799.0,https://www.tunisianet.com.tn/smartphone-tunisie/88500-smartphone-infinix-hot-60-pro-plus-4g-8-go-256-go-coral-tides.html,Tunisianet,0.4439368036818774,0.5556155240073559,Mid-Range,10.012515644555695,320.40050062578223,6458.072590738423,135.16896120150187,121.0,32.0,761.0619469026549,0.37188945909441096,0,0,1
Smartphone Infinix HOT 60 Pro Plus 4G / 8 Go / 256 Go / CYBER GREEN,Infinix,8.0,256.0,5160.0,6.78,108.0,13.0,4G,Android 15,MediaTek,799.0,https://www.tunisianet.com.tn/smartphone-tunisie/88504-smartphone-infinix-hot-60-pro-plus-4g-8-go-256-go-cyber-green.html,Tunisianet,0.4439368036818774,0.5556155240073559,Mid-Range,10.012515644555695,320.40050062578223,6458.072590738423,135.16896120150187,121.0,32.0,761.0619469026549,0.37188945909441096,0,0,1
Smartphone Infinix HOT 60 Pro Plus 4G / 8 Go / 256 Go / SONIC YELLOW,Infinix,8.0,256.0,5160.0,6.78,108.0,13.0,4G,Android 15,MediaTek,799.0,https://www.tunisianet.com.tn/smartphone-tunisie/88503-smartphone-infinix-hot-60-pro-plus-4g-8-go-256-go-sonic-yellow.html,Tunisianet,0.4439368036818774,0.5556155240073559,Mid-Range,10.012515644555695,320.40050062578223,6458.072590738423,135.16896120150187,121.0,32.0,761.0619469026549,0.37188945909441096,0,0,1
Smartphone Infinix HOT 60 Pro Plus 4G / 8 Go / 256 Go / TITAUNIUM SILVER,Infinix,8.0,256.0,5160.0,6.78,108.0,13.0,4G,Android 15,MediaTek,799.0,https://www.tunisianet.com.tn/smartphone-tunisie/88502-smartphone-infinix-hot-60-pro-plus-4g-8-go-256-go-titaunium-silver.html,Tunisianet,0.4439368036818774,0.5556155240073559,Mid-Range,10.012515644555695,320.40050062578223,6458.072590738423,135.16896120150187,121.0,32.0,761.0619469026549,0.37188945909441096,0,0,1
Smartphone Infinix HOT 60 Pro Plus 4G / 8 Go / 256 Go / Violet,Infinix,8.0,256.0,5160.0,6.78,108.0,13.0,4G,Android 15,MediaTek,799.0,https://www.tunisianet.com.tn/smartphone-tunisie/88501-smartphone-infinix-hot-60-pro-plus-4g-8-go-256-go-violet.html,Tunisianet,0.4439368036818774,0.5556155240073559,Mid-Range,10.012515644555695,320.40050062578223,6458.072590738423,135.16896120150187,121.0,32.0,761.0619469026549,0.37188945909441096,0,0,1
Smartphone HONOR X7D 5G / 8 Go / 256 Go / Gold,Honor,8.0,8.0,6500.0,6.7,50.0,5.0,5G,Android 15,Snapdragon,799.0,https://www.tunisianet.com.tn/smartphone-tunisie/90198-smartphone-honor-x7d-5g-8-go-256-go-gold.html,Tunisianet,0.31718743021793766,0.3969805134141898,Mid-Range,10.012515644555695,10.012515644555695,8135.168961201502,62.57822277847309,55.0,1.0,970.1492537313433,0.20695479812601308,1,0,1
Smartphone XIAOMI Redmi Note 14 / 5G / 6 Go / 128 Go / Vert + Ecouteurs Bluetooth Redmi buds 6 play Offerts,Xiaomi,6.0,128.0,5100.0,6.73,108.0,20.0,5G,Android 14,Octa Core,849.0,https://www.tunisianet.com.tn/telephonie-tablette/82442-smartphone-xiaomi-redmi-note-14-5g-6-go-128-go-vert.html,Tunisianet,0.41973045549110827,0.4943821619447683,Mid-Range,7.06713780918728,150.76560659599528,6007.067137809187,127.20848056537103,128.0,21.333333333333332,757.8008915304606,0.32000257746161465,1,1,1
SMARTPHONE OPPO A5 5G 6/128Go / Blanc,Oppo,12.0,128.0,6000.0,6.82,50.0,8.0,5G,Android 15,MediaTek,849.0,https://www.tunisianet.com.tn/smartphone-tunisie/86878-smartphone-oppo-a5-5g-6128go-white.html,Tunisianet,0.36420872937313997,0.4289855469648292,Mid-Range,14.13427561837456,150.76560659599528,7067.137809187279,58.89281507656066,58.0,10.666666666666666,879.7653958944281,0.2641008575666205,1,1,1
SMARTPHONE OPPO A5 4G / 16Go/256Go / WHITE,Oppo,16.0,256.0,6000.0,6.82,50.0,5.0,4G,Android 15,Snapdragon,899.0,https://www.tunisianet.com.tn/smartphone-tunisie/86224-smartphone-oppo-a5-4g-16go256go-white.html,Tunisianet,0.3968474583807247,0.4414321005347327,Mid-Range,17.797552836484982,284.7608453837597,6674.082313681869,55.61735261401557,55.0,16.0,879.7653958944281,0.3224339510779976,0,1,1
SMARTPHONE OPPO A5 4G 16Go/256Go / Vert,Oppo,16.0,256.0,6000.0,6.82,50.0,5.0,4G,Android 15,Snapdragon,899.0,https://www.tunisianet.com.tn/smartphone-tunisie/86225-smartphone-oppo-a5-4g-16go256go-vert.html,Tunisianet,0.3968474583807247,0.4414321005347327,Mid-Range,17.797552836484982,284.7608453837597,6674.082313681869,55.61735261401557,55.0,16.0,879.7653958944281,0.3224339510779976,0,1,1
Smartphone HONOR X8b / 16 Go / 512 Go / Vert,Honor,16.0,512.0,4500.0,6.7,108.0,50.0,4G,Android 13,Octa Core,919.0,https://www.tunisianet.com.tn/smartphone-tunisie/76880-smartphone-honor-x8b-16-go-512-go-vert.html,Tunisianet,0.632536756151574,0.6882880915686332,Mid-Range,17.410228509249183,557.1273122959739,4896.626768226332,117.51904243743199,158.0,32.0,671.6417910447761,0.5589647507753625,0,0,1
Smartphone XIAOMI Redmi NOTE 14S 8+256G NOIR,Xiaomi,8.0,256.0,5000.0,6.67,200.0,16.0,4G,Android 15,MediaTek,939.0,https://www.tunisianet.com.tn/telephonie-tablette/84772-smartphone-xiaomi-redmi-note-14s-8256g-noir.html,Tunisianet,0.5187391250245799,0.5524378328270286,Mid-Range,8.519701810436635,272.6304579339723,5324.813631522897,212.99254526091588,216.0,32.0,749.6251874062968,0.4654657655767973,0,1,1
Smartphone XIAOMI Redmi NOTE 14S 8+256G VIOLET,Xiaomi,8.0,256.0,5000.0,6.67,200.0,16.0,4G,Android 15,MediaTek,939.0,https://www.tunisianet.com.tn/telephonie-tablette/84783-smartphone-xiaomi-redmi-note-14s-8256g-violet.html,Tunisianet,0.5187391250245799,0.5524378328270286,Mid-Range,8.519701810436635,272.6304579339723,5324.813631522897,212.99254526091588,216.0,32.0,749.6251874062968,0.4654657655767973,0,1,1
Smartphone XIAOMI Redmi NOTE 14S 8+256G BLEU,Xiaomi,8.0,256.0,5000.0,6.67,200.0,16.0,4G,Android 15,MediaTek,939.0,https://www.tunisianet.com.tn/telephonie-tablette/84782-smartphone-xiaomi-redmi-note-14s-8256g-bleu.html,Tunisianet,0.5187391250245799,0.5524378328270286,Mid-Range,8.519701810436635,272.6304579339723,5324.813631522897,212.99254526091588,216.0,32.0,749.6251874062968,0.4654657655767973,0,1,1
Smartphone Samsung Galaxy A16 5G / 16 Go / 256 Go / Bleu Nuit,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 14,Octa Core,949.0,https://www.tunisianet.com.tn/smartphone-tunisie/83687-smartphone-samsung-galaxy-a16-5g-16-go-256-go-bleu-nuit-.html,Tunisianet,0.3818910659628985,0.402414189634245,Mid-Range,16.859852476290833,269.7576396206533,5268.703898840886,52.68703898840885,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone Oppo A5 Pro 16/256 GO / Vert,Oppo,16.0,256.0,5800.0,6.82,50.0,8.0,4G,Android 15,Snapdragon,949.0,https://www.tunisianet.com.tn/smartphone-tunisie/84337-smartphone-oppo-a5-pro-16256-go-vert.html,Tunisianet,0.40151699861060974,0.423094835206122,Mid-Range,16.859852476290833,269.7576396206533,6111.696522655427,52.68703898840885,58.0,16.0,850.4398826979472,0.3235115372848942,0,1,1
Smartphone XIAOMI Redmi Note 14 / 5G / 8 Go / 256 Go / Vert,Xiaomi,8.0,256.0,5100.0,6.73,108.0,20.0,5G,Android 14,Octa Core,959.0,https://www.tunisianet.com.tn/telephonie-tablette/82472-smartphone-xiaomi-redmi-note-14-5g-8-go-256-go-vert.html,Tunisianet,0.46213225639411787,0.4818897355517392,Mid-Range,8.342022940563087,266.9447340980188,5318.039624608968,112.61730969760167,128.0,32.0,757.8008915304606,0.38360527881612905,1,1,1
Smartphone XIAOMI Redmi Note 14 / 5G / 8 Go / 256 Go / Violet,Xiaomi,8.0,256.0,5100.0,6.73,108.0,20.0,5G,Android 14,Octa Core,959.0,https://www.tunisianet.com.tn/telephonie-tablette/82471-smartphone-xiaomi-redmi-note-14-5g-8-go-256-go-violet.html,Tunisianet,0.46213225639411787,0.4818897355517392,Mid-Range,8.342022940563087,266.9447340980188,5318.039624608968,112.61730969760167,128.0,32.0,757.8008915304606,0.38360527881612905,1,1,1
SMARTPHONE HONOR 400 Lite 5G  16/256G BLACK,Honor,16.0,256.0,5230.0,6.7,108.0,16.0,5G,Android 15,Octa Core,979.0,https://www.tunisianet.com.tn/smartphone-tunisie/87230-smartphone-honor-400-lite-5g-16256g-black.html,Tunisianet,0.4519617998267358,0.461656588178484,Mid-Range,16.343207354443308,261.49131767109293,5342.185903983657,110.31664964249234,124.0,16.0,780.5970149253731,0.38176610939155337,1,0,1
SMARTPHONE HONOR 400 Lite 5G 16/256G GREY,Honor,16.0,256.0,5230.0,6.7,108.0,16.0,5G,Android 15,Octa Core,979.0,https://www.tunisianet.com.tn/smartphone-tunisie/87231-smartphone-honor-400-lite-5g-16256g-grey.html,Tunisianet,0.4519617998267358,0.461656588178484,Mid-Range,16.343207354443308,261.49131767109293,5342.185903983657,110.31664964249234,124.0,16.0,780.5970149253731,0.38176610939155337,1,0,1
SMARTPHONE HONOR 400 Lite 5G  16/256G GREEN,Honor,16.0,256.0,5230.0,6.7,108.0,16.0,5G,Android 15,Octa Core,979.0,https://www.tunisianet.com.tn/smartphone-tunisie/87232-smartphone-honor-400-lite-5g-16256g-green.html,Tunisianet,0.4519617998267358,0.461656588178484,Mid-Range,16.343207354443308,261.49131767109293,5342.185903983657,110.31664964249234,124.0,16.0,780.5970149253731,0.38176610939155337,1,0,1
Smartphone Samsung Galaxy A17 5G / 16Go / 256 Go / Gris,Samsung,16.0,256.0,5000.0,6.7,50.0,13.0,5G,Android 15,Unknown,989.0,https://www.tunisianet.com.tn/smartphone-tunisie/89154-smartphone-samsung-galaxy-a17-5g-16go-256-go-gris.html,Tunisianet,0.3853632881851207,0.3896494319364214,Mid-Range,16.177957532861477,258.84732052578363,5055.611729019211,50.55611729019211,63.0,16.0,746.2686567164179,0.31008065404230495,1,1,1
Smartphone Samsung Galaxy A17 5G / 16Go / 256 Go / Bleu,Samsung,16.0,256.0,5000.0,6.7,50.0,13.0,5G,Android 15,Unknown,989.0,https://www.tunisianet.com.tn/smartphone-tunisie/89155-smartphone-samsung-galaxy-a17-5g-16go-256-go-bleu.html,Tunisianet,0.3853632881851207,0.3896494319364214,Mid-Range,16.177957532861477,258.84732052578363,5055.611729019211,50.55611729019211,63.0,16.0,746.2686567164179,0.31008065404230495,1,1,1
Smartphone Samsung Galaxy A17 5G / 16Go / 256 Go / Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,13.0,5G,Android 15,Unknown,989.0,https://www.tunisianet.com.tn/smartphone-tunisie/89156-smartphone-samsung-galaxy-a17-5g-16go-256-go-noir.html,Tunisianet,0.3853632881851207,0.3896494319364214,Mid-Range,16.177957532861477,258.84732052578363,5055.611729019211,50.55611729019211,63.0,16.0,746.2686567164179,0.31008065404230495,1,1,1
Smartphone Oppo A6 Pro 4G | 16 GO / 256 GO | Bleu,Oppo,16.0,256.0,7000.0,6.82,50.0,16.0,4G,Android 15,MediaTek,999.0,https://www.tunisianet.com.tn/smartphone-tunisie/89913-smartphone-oppo-a6-pro-4g-16-go-256-go-bleu.html,Tunisianet,0.4637775350090772,0.4642417767858631,Mid-Range,16.016016016016017,256.2562562562563,7007.007007007007,50.050050050050054,66.0,16.0,1026.3929618768327,0.37121268671018154,0,1,1
Smartphone Oppo A6 Pro 4G | 16 GO / 256 GO | Rose Corail,Oppo,16.0,256.0,7000.0,6.82,50.0,16.0,4G,Android 15,MediaTek,999.0,https://www.tunisianet.com.tn/smartphone-tunisie/89912-smartphone-oppo-a6-pro-4g-16-go-256-go-rose-corail.html,Tunisianet,0.4637775350090772,0.4642417767858631,Mid-Range,16.016016016016017,256.2562562562563,7007.007007007007,50.050050050050054,66.0,16.0,1026.3929618768327,0.37121268671018154,0,1,1
Smartphone Samsung Galaxy A26 5G 12/128 Go / Noir,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1069.0,https://www.tunisianet.com.tn/smartphone-tunisie/84262-smartphone-samsung-galaxy-a26-5g-12128-go-noir.html,Tunisianet,0.3388356702886471,0.3169650797835801,Mid-Range,11.225444340505145,119.73807296538821,4677.268475210477,46.77268475210477,62.0,10.666666666666666,746.2686567164179,0.24341422719759448,1,1,1
Smartphone Samsung Galaxy A26 5G 12/128 Go / BLANC,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1069.0,https://www.tunisianet.com.tn/smartphone-tunisie/84264-smartphone-samsung-galaxy-a26-5g-12128-go-blanc-chargeur-samsung-45w-offert.html,Tunisianet,0.3388356702886471,0.3169650797835801,Mid-Range,11.225444340505145,119.73807296538821,4677.268475210477,46.77268475210477,62.0,10.666666666666666,746.2686567164179,0.24341422719759448,1,1,1
Smartphone Samsung Galaxy A26 5G 12/128 Go / Pink,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1069.0,https://www.tunisianet.com.tn/smartphone-tunisie/84378-smartphone-samsung-galaxy-a26-5g-12128-go-pink.html,Tunisianet,0.3388356702886471,0.3169650797835801,Mid-Range,11.225444340505145,119.73807296538821,4677.268475210477,46.77268475210477,62.0,10.666666666666666,746.2686567164179,0.24341422719759448,1,1,1
Smartphone Oppo A6 Pro 5G | 16 Go / 256 GO | Rose Corail,Oppo,16.0,256.0,6500.0,6.82,50.0,16.0,5G,Android 15,MediaTek,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/89755-smartphone-oppo-a6-pro-5g-16-go-256-go-rose-corail.html,Tunisianet,0.44940971891712317,0.37482044947216275,Mid-Range,13.344453711426187,213.511259382819,5421.184320266889,41.70141784820684,66.0,16.0,953.0791788856304,0.3582816522274229,1,1,1
Smartphone Oppo A6 Pro 5G | 16 GO / 256 GO | Bleu,Oppo,16.0,256.0,6500.0,6.82,50.0,16.0,5G,Android 15,MediaTek,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/89734-smartphone-oppo-a6-pro-5g-16-go-256-go-bleu.html,Tunisianet,0.44940971891712317,0.37482044947216275,Mid-Range,13.344453711426187,213.511259382819,5421.184320266889,41.70141784820684,66.0,16.0,953.0791788856304,0.3582816522274229,1,1,1
Smartphone Honor X9c 5G 24Go 256Go / NOIR + Ecouteurs Bluetooth Honor X7 Lite Offerts,Honor,24.0,256.0,6600.0,6.7,108.0,16.0,5G,Android 14,Octa Core,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82732-smartphone-honor-x9c-5g-24go-256go-noir-ecouteurs-bluetooth-honor-x7-lite-offerts.html,Tunisianet,0.4939439950036571,0.4119632985852019,Mid-Range,20.016680567139282,213.511259382819,5504.587155963302,90.07506255212677,124.0,10.666666666666666,985.0746268656716,0.42111871250176297,1,0,1
Smartphone Honor X9c 5G 24Go 256Go / VIOLET + Ecouteurs Bluetooth Honor X7 Lite Offerts,Honor,24.0,256.0,6600.0,6.7,108.0,16.0,5G,Android 14,Octa Core,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82731-smartphone-honor-x9c-5g-24go-256go-violet-ecouteurs-bluetooth-honor-x7-lite-offerts.html,Tunisianet,0.4939439950036571,0.4119632985852019,Mid-Range,20.016680567139282,213.511259382819,5504.587155963302,90.07506255212677,124.0,10.666666666666666,985.0746268656716,0.42111871250176297,1,0,1
Smartphone Honor X9c 5G 24Go 256Go / ORANGE + Ecouteurs Bluetooth Honor X7 Lite Offerts,Honor,24.0,256.0,6600.0,6.7,108.0,16.0,5G,Android 14,Octa Core,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82726-smartphone-honor-x9c-5g-24go-256go-orange-ecouteurs-bluetooth-honor-x7-lite-offerts.html,Tunisianet,0.4939439950036571,0.4119632985852019,Mid-Range,20.016680567139282,213.511259382819,5504.587155963302,90.07506255212677,124.0,10.666666666666666,985.0746268656716,0.42111871250176297,1,0,1
Smartphone Honor X9c 5G 24Go 256Go / CYAN + Ecouteurs Bluetooth Honor X7 Lite Offerts,Honor,24.0,256.0,6600.0,6.7,108.0,16.0,5G,Android 14,Octa Core,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82733-smartphone-honor-x9c-5g-24go-256go-cyan-ecouteurs-bluetooth-honor-x7-lite-offerts.html,Tunisianet,0.4939439950036571,0.4119632985852019,Mid-Range,20.016680567139282,213.511259382819,5504.587155963302,90.07506255212677,124.0,10.666666666666666,985.0746268656716,0.42111871250176297,1,0,1
Smartphone XIAOMI Redmi Note 14 Pro / 5G / 8 Go / 256 Go / Vert,Xiaomi,8.0,256.0,5110.0,6.73,50.0,20.0,5G,Android 14,MediaTek,1259.0,https://www.tunisianet.com.tn/smartphone-tunisie/90646-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-noir.html,Tunisianet,0.4128469631433073,0.3279165712019915,Mid-Range,6.354249404289119,203.3359809372518,4058.7768069896747,39.71405877680699,70.0,32.0,759.2867756315007,0.32437672001860474,1,1,1
Smartphone XIAOMI Redmi Note 14 Pro / 5G / 8 Go / 256 Go / Noir,Xiaomi,8.0,256.0,5110.0,6.73,50.0,20.0,5G,Android 14,MediaTek,1259.0,https://www.tunisianet.com.tn/smartphone-tunisie/88208-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-noir.html,Tunisianet,0.4128469631433073,0.3279165712019915,Mid-Range,6.354249404289119,203.3359809372518,4058.7768069896747,39.71405877680699,70.0,32.0,759.2867756315007,0.32437672001860474,1,1,1
Smartphone Samsung Galaxy A26 5G 16/256 Go / Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1269.0,https://www.tunisianet.com.tn/smartphone-tunisie/84265-smartphone-samsung-galaxy-a26-5g-16256-go-noir-chargeur-samsung-45w-offert.html,Tunisianet,0.3818910659628985,0.3009385862591793,Mid-Range,12.60835303388495,201.7336485421592,3940.1103230890467,39.40110323089047,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone Samsung Galaxy A26 5G 16/256 Go / Blanc,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1269.0,https://www.tunisianet.com.tn/smartphone-tunisie/84278-smartphone-samsung-galaxy-a26-5g-16256-go-blanc.html,Tunisianet,0.3818910659628985,0.3009385862591793,Mid-Range,12.60835303388495,201.7336485421592,3940.1103230890467,39.40110323089047,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone Samsung Galaxy A26 5G 16/256 Go / Pink,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1269.0,https://www.tunisianet.com.tn/smartphone-tunisie/84377-smartphone-samsung-galaxy-a26-5g-16256-go-pink.html,Tunisianet,0.3818910659628985,0.3009385862591793,Mid-Range,12.60835303388495,201.7336485421592,3940.1103230890467,39.40110323089047,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone Honor X9D 5G | 12 Go / 256 Go | Noir,Honor,12.0,256.0,8300.0,6.7,108.0,16.0,5G,Android 15,Snapdragon,1299.0,https://www.tunisianet.com.tn/smartphone-tunisie/91259-smartphone-honor-x9d-5g-12-go-256-go-noir.html,Tunisianet,0.5388730010888498,0.4148367983747882,Mid-Range,9.237875288683604,197.0746728252502,6389.530408006159,83.14087759815243,124.0,21.333333333333332,1238.8059701492537,0.45920187680196584,1,0,1
Smartphone Honor X9D 5G | 12 Go / 256 Go | Gold,Honor,12.0,256.0,8300.0,6.7,108.0,16.0,5G,Android 15,Snapdragon,1299.0,https://www.tunisianet.com.tn/smartphone-tunisie/91268-smartphone-honor-x9d-5g-12-go-256-go-gold.html,Tunisianet,0.5388730010888498,0.4148367983747882,Mid-Range,9.237875288683604,197.0746728252502,6389.530408006159,83.14087759815243,124.0,21.333333333333332,1238.8059701492537,0.45920187680196584,1,0,1
Smartphone Honor X9D 5G | 12 Go / 256 Go | Brown,Honor,12.0,256.0,8300.0,6.7,108.0,16.0,5G,Android 15,Snapdragon,1299.0,https://www.tunisianet.com.tn/smartphone-tunisie/91267-smartphone-honor-x9d-5g-12-go-256-go-brown.html,Tunisianet,0.5388730010888498,0.4148367983747882,Mid-Range,9.237875288683604,197.0746728252502,6389.530408006159,83.14087759815243,124.0,21.333333333333332,1238.8059701492537,0.45920187680196584,1,0,1
Smartphone Samsung Galaxy A36 5G 16/128 Go / Noir,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1359.0,https://www.tunisianet.com.tn/smartphone-tunisie/84279-smartphone-samsung-galaxy-a36-5g-16128-go-noir.html,Tunisianet,0.34014285983113074,0.2502890800817739,Mid-Range,11.77336276674025,94.186902133922,3679.175864606328,36.79175864606328,62.0,8.0,746.2686567164179,0.24537501151131996,1,1,1
Smartphone Samsung Galaxy A36 5G 16/128 Go / Blanc,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1359.0,https://www.tunisianet.com.tn/smartphone-tunisie/84287-smartphone-samsung-galaxy-a36-5g-16128-go-blanc.html,Tunisianet,0.34014285983113074,0.2502890800817739,Mid-Range,11.77336276674025,94.186902133922,3679.175864606328,36.79175864606328,62.0,8.0,746.2686567164179,0.24537501151131996,1,1,1
Smartphone Samsung Galaxy A36 5G 16/128 Go / Light VIOLET,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1359.0,https://www.tunisianet.com.tn/smartphone-tunisie/84288-smartphone-samsung-galaxy-a36-5g-16128-go-light-violet.html,Tunisianet,0.34014285983113074,0.2502890800817739,Mid-Range,11.77336276674025,94.186902133922,3679.175864606328,36.79175864606328,62.0,8.0,746.2686567164179,0.24537501151131996,1,1,1
SMARTPHONE HONOR 400 5G 24Go 512Go Midnight Black,Honor,24.0,512.0,6000.0,6.7,200.0,5.0,5G,Android 15,Octa Core,1499.0,https://www.tunisianet.com.tn/smartphone-tunisie/88158-smartphone-honor-400-5g-24go-512go-midnight-black.html,Tunisianet,0.6006370621448821,0.4006918359872462,Mid-Range,16.01067378252168,341.56104069379586,4002.66844563042,133.42228152101399,205.0,21.333333333333332,895.5223880597015,0.6022883972100637,1,0,1
SMARTPHONE HONOR 400 5G 24 Go 512Go / DESERT GOLD,Honor,24.0,512.0,6000.0,6.7,200.0,5.0,5G,Android 15,Octa Core,1499.0,https://www.tunisianet.com.tn/smartphone-tunisie/88157-smartphone-honor-400-5g-24-go-512go-desert-gold.html,Tunisianet,0.6006370621448821,0.4006918359872462,Mid-Range,16.01067378252168,341.56104069379586,4002.66844563042,133.42228152101399,205.0,21.333333333333332,895.5223880597015,0.6022883972100637,1,0,1
Smartphone Samsung Galaxy A36 5G 16/256 Go / Blanc,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84557-smartphone-samsung-galaxy-a36-5g-16256-go-blanc-chargeur-samsung-45w-offert.html,Tunisianet,0.3818910659628985,0.24654039119619015,Mid-Range,10.329244673983215,165.26791478373144,3227.888960619755,32.278889606197545,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone Samsung Galaxy A36 5G 16/256 Go / Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84289-smartphone-samsung-galaxy-a36-5g-16256-go-noir-chargeur-samsung-45w-offert.html,Tunisianet,0.3818910659628985,0.24654039119619015,Mid-Range,10.329244673983215,165.26791478373144,3227.888960619755,32.278889606197545,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone Samsung Galaxy A36 5G 16/256 Go / Yellow,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84556-smartphone-samsung-galaxy-a36-5g-16256-go-yellow-chargeur-samsung-45w-offert.html,Tunisianet,0.3818910659628985,0.24654039119619015,Mid-Range,10.329244673983215,165.26791478373144,3227.888960619755,32.278889606197545,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone Samsung Galaxy A36 5G / 16 Go / 256 Go / LIGHT VIOLET,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84299-smartphone-samsung-galaxy-a36-5g-16-go-256-go-light-violet-chargeur-samsung-45w-offert.html,Tunisianet,0.3818910659628985,0.24654039119619015,Mid-Range,10.329244673983215,165.26791478373144,3227.888960619755,32.278889606197545,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
SMARTPHONE VIVO V50 24GO /256G / 5G / BLACK,Vivo,24.0,256.0,6000.0,6.78,50.0,50.0,5G,Android 15,Snapdragon,1599.0,https://www.tunisianet.com.tn/smartphone-tunisie/88412-smartphone-vivo-v50-24go-256g-5g-black.html,Tunisianet,0.5522030655358675,0.3453427551819059,Mid-Range,15.0093808630394,160.10006253908693,3752.34521575985,31.269543464665418,100.0,10.666666666666666,884.9557522123894,0.4190528881265012,1,0,1
SMARTPHONE VIVO V50 24GO /256G / 5G / BLEU,Vivo,24.0,256.0,6000.0,6.78,50.0,50.0,5G,Android 15,Snapdragon,1599.0,https://www.tunisianet.com.tn/smartphone-tunisie/88413-smartphone-vivo-v50-24go-256g-5g-black.html,Tunisianet,0.5522030655358675,0.3453427551819059,Mid-Range,15.0093808630394,160.10006253908693,3752.34521575985,31.269543464665418,100.0,10.666666666666666,884.9557522123894,0.4190528881265012,1,0,1
Smartphone XIAOMI Redmi Note 13 PRO + 5G/ 12GO /512GO / WHITE + Ecouteurs Bluetooth Redmi buds 6 play Offerts,Xiaomi,12.0,512.0,5100.0,6.67,200.0,16.0,5G,Android 13,MediaTek,1649.0,https://www.tunisianet.com.tn/telephonie-tablette/72524-smartphone-xiaomi-redmi-note-13-pro-5g-12go-512go-white.html,Tunisianet,0.6064162900489899,0.36774790178835043,Mid-Range,7.277137659187386,310.4912067919951,3092.783505154639,121.2856276531231,216.0,42.666666666666664,764.6176911544228,0.5952573751823778,1,1,1
Smartphone XIAOMI Redmi Note 13 PRO+ 5G/ 12GO /512GO / Violet + Ecouteurs Bluetooth Redmi buds 6 play Offerts,Xiaomi,12.0,512.0,5100.0,6.67,200.0,16.0,5G,Android 13,MediaTek,1649.0,https://www.tunisianet.com.tn/telephonie-tablette/72519-smartphone-xiaomi-redmi-note-13-pro-5g-12go-512go-violet.html,Tunisianet,0.6064162900489899,0.36774790178835043,Mid-Range,7.277137659187386,310.4912067919951,3092.783505154639,121.2856276531231,216.0,42.666666666666664,764.6176911544228,0.5952573751823778,1,1,1
