model,brand,sku,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone Honor X6C 12Go 128Go 4G – Cyan,Honor,159150,499.000,,12,128,5300,6.61,,5,4G,Android 15,MediaTek,Cyan,1an,Oui,"– Écran : 6,61″ LCD TFT (1604 x 720 pixels) 120Hz – Processeur: MediaTek Helio G81 Ultra Octa-core – Système d’exploitation: MagicOS 9.0, Android 15 – Mémoire RAM: 6 Go extensible jusqu’à 12 Go – Stockage: 128Go – Appareil photo Arrière: IA 50 MP (F1.8) + objectif auxiliaire – Avant : 5 MP (f/2.2) – Connectivité: Wi-Fi, Bluetooth 5.1, 4G – Double SIM – Capacité de la batterie: 5300 mAh – Résistance à l’eau et à la poussière: IP64 – HONOR SuperCharge 35W – Couleur: Cyan – Garantie: 1an",https://bestbuytunisie.tn/smartphone-honor-x6c-12go-128go-4g-cyan-tunisie/
Smartphone Honor X6C 12Go 128Go 4G – Blanc,Honor,159152,499.000,,12,128,5300,6.61,,5,4G,Android 15,MediaTek,Blanc,1an,Oui,"– Écran : 6,61″ LCD TFT (1604 x 720 pixels) 120Hz – Processeur: MediaTek Helio G81 Ultra Octa-core – Système d’exploitation: MagicOS 9.0, Android 15 – Mémoire RAM: 6 Go extensible jusqu’à 12 Go – Stockage: 128Go – Appareil photo Arrière: IA 50 MP (F1.8) + objectif auxiliaire – Avant : 5 MP (f/2.2) – Connectivité: Wi-Fi, Bluetooth 5.1, 4G – Double SIM – Capacité de la batterie: 5300 mAh – Résistance à l’eau et à la poussière: IP64 – HONOR SuperCharge 35W – Couleur: Blanc – Garantie: 1an",https://bestbuytunisie.tn/smartphone-honor-x6c-12go-128go-4g-blanc-tunisie/
Smartphone Infinix Hot 60 FF 5G 6Go 128Go -Noir,Infinix,161690,529.000,529.000,6,128,5200,6.7,50,8,5G,Android 15,MediaTek,Noir,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 6 Go – Mémoire: 128 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-noir-tunisie/
Smartphone Infinix Hot 60 FF 5G 6Go 128Go -Vert,Infinix,161716,529.000,529.000,6,128,5200,6.7,50,8,5G,Android 15,MediaTek,Vert,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 6 Go – Mémoire: 128 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Vert – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-vert-tunisie/
Smartphone Infinix Hot 60 FF 5G 6Go 128Go -Bleu,Infinix,161717,529.000,529.000,6,128,5200,6.7,50,8,5G,Android 15,MediaTek,Bleu,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 6 Go – Mémoire: 128 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Bleu – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-bleu-tunisie/
Smartphone Infinix Hot 60 FF 5G 6Go 128Go -Caramel,Infinix,161718,529.000,529.000,6,128,5200,6.7,50,8,5G,Android 15,MediaTek,Caramel,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 6 Go – Mémoire: 128 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Caramel – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-caramel-tunisie/
Smartphone Samsung Galaxy A07 4G 6Go – 128Go – Noir,Samsung,163028,499.000,,6,128,5000,6.7,50.0,8.0,4G,Android 15,MediaTek,Noir,1an,Oui,"Samsung A07 – Ecran : 6.7″  HD+ (720 x 1600 ) PLS LCD – Résolution : 720 x 1600 px -Taux de rafraîchissement : 90Hz – Processeur : Mediatek Helio G99 (6 nm) – Système d’exploitation : Android 15 – Mémoire : 6Go – Stockage : 128Go – Appareil photo arrière : 50.0 MP (F1.8) + 2.0 MP (F2.4) Auto Focus – Avant : 8.0 MP – Capacité de Batterie : 5000 mAh – Charge rapide : 45W – Connectivité: 4G, Wi-Fi, Bluetooth 5.3, USB Type-C – Résistance : IP54 protégé contre la poussière et résistant à l’eau (éclaboussures d’eau) -Sécurité : Empreinte digitale (montée sur le côté) -Capteurs : Accéléromètre, proximité – Couleur: Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a07-4g-6go-128go-noir-tunisie/
Smartphone Samsung Galaxy A07 4G 6Go – 128Go – Violet,Samsung,163030,499.000,,6,128,5000,6.7,50.0,8.0,4G,Android 15,MediaTek,Violet,1an,Oui,"Samsung A07 – Ecran : 6.7″  HD+ (720 x 1600 ) PLS LCD – Résolution : 720 x 1600 px -Taux de rafraîchissement : 90Hz – Processeur : Mediatek Helio G99 (6 nm) – Système d’exploitation : Android 15 – Mémoire : 6Go – Stockage : 128Go – Appareil photo arrière : 50.0 MP (F1.8) + 2.0 MP (F2.4) Auto Focus – Avant : 8.0 MP – Capacité de Batterie : 5000 mAh – Charge rapide : 45W – Connectivité: 4G, Wi-Fi, Bluetooth 5.3, USB Type-C – Résistance : IP54 protégé contre la poussière et résistant à l’eau (éclaboussures d’eau) -Sécurité : Empreinte digitale (montée sur le côté) -Capteurs : Accéléromètre, proximité – Couleur: Violet – Garantie: 1an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a07-4g-6go-128go-violet-tunisie/
Smartphone Samsung Galaxy A07 4G 6Go – 128Go – Vert,Samsung,163033,499.000,,6,128,5000,6.7,50.0,8.0,4G,Android 15,MediaTek,Vert,1an,Oui,"Samsung A07 – Ecran : 6.7″  HD+ (720 x 1600 ) PLS LCD – Résolution : 720 x 1600 px -Taux de rafraîchissement : 90Hz – Processeur : Mediatek Helio G99 (6 nm) – Système d’exploitation : Android 15 – Mémoire : 6Go – Stockage : 128Go – Appareil photo arrière : 50.0 MP (F1.8) + 2.0 MP (F2.4) Auto Focus – Avant : 8.0 MP – Capacité de Batterie : 5000 mAh – Charge rapide : 45W – Connectivité: 4G, Wi-Fi, Bluetooth 5.3, USB Type-C – Résistance : IP54 protégé contre la poussière et résistant à l’eau (éclaboussures d’eau) -Sécurité : Empreinte digitale (montée sur le côté) -Capteurs : Accéléromètre, proximité – Couleur: vert – Garantie: 1an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a07-4g-6go-128go-vert-tunisie/
Smartphone VIVO Y21D 6Go 256Go – Rouge Corail,Vivo,180697,529.000,,6,256,6500,6.68,50,5,,Android 15,Octa Core,Rouge Corail,1 an,Oui,"VIVO Y21D – Ecran : 6,68″ AMOLED (1608 × 720 pixels), 90 Hz, 1000 nits – Protection certifiée SGS Gold Label Five-Star – Processeur: QT7225 (12 nm) Octa-core – Système d’exploitation: Android 15, Funtouch OS 15 – RAM: 6 Go – Stockage: 256 Go – Appareil Photos Arrière: 50MP + 0.08MP – Appareil Photos Frontale: 5MP – Connectivité: Wifi (2,4 GHz, 5 GHz) et Bluetooth 5.2 – Batterie: 6500 mAh – Puissance de charge: 44W – Empreinte digitale – Résistant à la poussière et à l’eau: I P69+1, IP692 et IP6892 – Double SIM – Couleur : Rouge – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-vivo-y21d-6go-256go-rouge-corail-tunisie/
Smartphone VIVO Y21D 6Go 256Go – Vert Jade,Vivo,180705,529.000,,6,256,6500,6.68,50,5,,Android 15,Octa Core,Vert Jade,1 an,Oui,"VIVO Y21D – Ecran : 6,68″ AMOLED (1608 × 720 pixels), 90 Hz, 1000 nits – Protection certifiée SGS Gold Label Five-Star – Processeur: QT7225 (12 nm) Octa-core – Système d’exploitation: Android 15, Funtouch OS 15 – RAM: 6 Go – Stockage: 256 Go – Appareil Photos Arrière: 50MP + 0.08MP – Appareil Photos Frontale: 5MP – Connectivité: Wifi (2,4 GHz, 5 GHz) et Bluetooth 5.2 – Batterie: 6500 mAh – Puissance de charge: 44W – Empreinte digitale – Résistant à la poussière et à l’eau: I P69+1, IP692 et IP6892 – Double SIM – Couleur : Rouge – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-vivo-y21d-6go-256go-vert-jade-tunisie/
Smartphone Realme C55 8 Go  256 Go  Gold,Realme,10790,899.000,899.000,8,256,5000,6.72,64,8.0,4G,Android 13,MediaTek,Gold,1 an,Oui,"– Écran: 6.72″ FHD+ (1080 x 2400Pixels) 90Hz – Processeur: Mediatek Helio G88 (12nm) Octa-Core (2×2.0 GHz Cortex-A75 & 6×1.8 GHz Cortex-A55) – Système d’exploitation: Android 13, UI Realme 4.0 – Mémoire RAM: 8Go – Stockage: 256Go – Appareil Photo Arrière: Dual AI 64 MP + 2.0 MP – Appareil Photo Frontale : 8.0MP – Connectivité: Wifi 4G et Bluetooth 5.2 – Batterie: 5000 mAh – Charge SuperVOOC 33 W – Empreinte digitale – Double SIM – Couleur: Gold – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-realme-c55-8-go-256-go-gold-tunisie/
Smartphone Realme C55 8 Go  256 Go  Noir,Realme,10791,899.000,899.000,8,256,5000,6.72,64,8.0,4G,Android 13,MediaTek,Noir,1 an,Oui,"– Écran: 6.72″ FHD+ (1080 x 2400Pixels) 90Hz – Processeur: Mediatek Helio G88 (12nm) Octa-Core (2×2.0 GHz Cortex-A75 & 6×1.8 GHz Cortex-A55) – Système d’exploitation: Android 13, UI Realme 4.0 – Mémoire RAM: 8Go – Stockage: 256Go – Appareil Photo Arrière: Dual AI 64 MP + 2.0 MP – Appareil Photo Frontale : 8.0MP – Connectivité: Wifi 4G et Bluetooth 5.2 – Batterie: 5000 mAh – Charge SuperVOOC 33 W – Empreinte digitale – Double SIM – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-realme-c55-8-go-256-go-noir-tunisie/
Smartphone Realme C53 8 Go 256 Go – Gold,Realme,72210,649.000,649.000,8,256,5000,6.74,,8.0,4G,Android 13,Unisoc,Gold,1an,Oui,"– Écran : 6.74″ IPS LCD 90 Hz – Résolution : 1080 x 2400 – Processeur: Unisoc Tiger T612 Octa-core (2×1,8 GHz Cortex-A75 et 6×1,8 GHz Cortex-A55) – Système d’exploitation: Android 13, UI Realme UI – Mémoire RAM: 8 Go – Stockage: 256Go – Appareil Photo Arrière: AI 50.0 MP – Appareil Photo Frontale: 8.0MP – Connectivité: Wifi, 4G et Bluetooth 5.0 – Batterie: 5000 mAh – Double SIM – Charge rapide 33W – Empreinte digitale – Couleur: Gold – Garantie: 1an",https://bestbuytunisie.tn/smartphone-realme-c53-8-go-256-go-gold-tunisie/
Smartphone Xiaomi Redmi 15C 8Go 256Go Vert,Xiaomi,164839,549.000,,8,256,6000,,50,8,4G,Android 15,MediaTek,Vert,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 8Go extensible jusqu’à 16Go – Stockage :  256Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: réseau 4G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Empreinte digitale – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Vert – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-8go-256go-vert-tunisie/
Smartphone Xiaomi Redmi 15C 8Go 256Go Bleu,Xiaomi,164844,549.000,,8,256,6000,,50,8,4G,Android 15,MediaTek,Bleu,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 8Go extensible jusqu’à 16Go – Stockage : 256Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: réseau 4G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Empreinte digitale – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Bleu – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-8go-256go-bleu-tunisie/
Smartphone Xiaomi Redmi 15C 8Go 256Go Noir,Xiaomi,164853,549.000,,8,256,6000,,50,8,4G,Android 15,MediaTek,Noir,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 8Go extensible jusqu’à 16Go – Stockage : 256Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: réseau 4G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Empreinte digitale – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-8go-256go-noir-tunisie/
Smartphone Xiaomi Redmi 15C 8Go 256Go Orange,Xiaomi,164857,549.000,,8,256,6000,,50,8,4G,Android 15,MediaTek,Orange,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 8Go extensible jusqu’à 16Go – Stockage : 256Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: réseau 4G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Empreinte digitale – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Orange – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-8go-256go-orange-tunisie/
Smartphone HONOR X7C 8Go 256Go 4G – Blanc,Honor,150231,559.000,,8,256,6000,6.8,50,5,4G,Android 14,Snapdragon,Blanc,1 an,Oui,"Smartphone HONOR X7C – Écran : 6.8″ TFT LCD (2412 x 1080 px) – Processeur: Snapdragon 4 (Gen 2) – Système d’exploitation: Android 14, magicOS 8.0 – Mémoire RAM: 8Go extensible jusqu’à 16 Go – Stockage: 256Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi 4G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP64 – Capacité de la batterie: 6000 mAh – HONOR SuperCharge 35W – Empreinte digitale – Couleur: Blanc – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7c-8go-256go-4g-blanc-tunisie/
Smartphone HONOR X7C 8Go 256Go 4G – Vert,Honor,150233,559.000,,8,256,6000,6.8,50,5,4G,Android 14,Snapdragon,Vert,1 an,Oui,"Smartphone HONOR X7C – Écran : 6.8″ TFT LCD (2412 x 1080 px) – Processeur: Snapdragon 4 (Gen 2) – Système d’exploitation: Android 14, magicOS 8.0 – Mémoire RAM: 8Go extensible jusqu’à 16 Go – Stockage: 256Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi 4G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP64 – Capacité de la batterie: 6000 mAh – HONOR SuperCharge 35W – Empreinte digitale – Couleur: Vert – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7c-8go-256go-4g-vert-tunisie/
Smartphone HONOR X7C 8Go 256Go 4G – Noir,Honor,150244,559.000,,8,256,6000,6.8,50,5,4G,Android 14,Snapdragon,Noir,1 an,Oui,"Smartphone HONOR X7C – Écran : 6.8″ TFT LCD (2412 x 1080 px) – Processeur: Snapdragon 4 (Gen 2) – Système d’exploitation: Android 14, magicOS 8.0 – Mémoire RAM: 8Go extensible jusqu’à 16 Go – Stockage: 256Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi 4G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP64 – Capacité de la batterie: 6000 mAh – HONOR SuperCharge 35W – Empreinte digitale – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7c-8go-256go-4g-noir-tunisie/
Smartphone Infinix Hot 60i 5G 8Go 256Go -Noir,Infinix,171163,559.000,,8,256,6000,6.75,50,5,5G,Android 15,MediaTek,Noir,1an,Oui,"Smartphone Infinix Hot 60I 5G: – Écran: 6,75″ LCD IPS (720 x 1600 pixels HD+), 120 Hz – RAM : 8 Go – Mémoire: 256 Go – Processeur: MediaTek Dimension 6400 – Système d’exploitation: Android 15 ,  XOS 15.1 – Caméra arrière: 50 MP – Frontale: 5 MP – Connectivité : Wifi, 5G, Bluetooth 5.3 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 6000 mAh – Mise en charge: 18W charge rapide – Résistant à la poussière et aux éclaboussures : IP64 – Double SIM – Couleur : Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60i-5g-8go-256go-noir-tunisie/
Smartphone Infinix Hot 60i 5G 8Go 256Go – Bleu,Infinix,171164,559.000,,8,256,6000,6.75,50,5,5G,Android 15,MediaTek,Bleu,1an,Oui,"Smartphone Infinix Hot 60I 5G: – Écran: 6,75″ LCD IPS (720 x 1600 pixels HD+), 120 Hz – RAM : 8 Go – Mémoire: 256 Go – Processeur: MediaTek Dimension 6400 – Système d’exploitation: Android 15 ,  XOS 15.1 – Caméra arrière: 50 MP – Frontale: 5 MP – Connectivité : Wifi, 5G, Bluetooth 5.3 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 6000 mAh – Mise en charge: 18W charge rapide – Résistant à la poussière et aux éclaboussures : IP64 – Double SIM – Couleur : Bleu – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60i-5g-8go-256go-bleu-tunisie/
Smartphone Infinix Hot 60i 5G 8Go 256Go -Vert,Infinix,171165,559.000,,8,256,6000,6.75,50,5,5G,Android 15,MediaTek,Vert,1an,Oui,"Smartphone Infinix Hot 60I 5G: – Écran: 6,75″ LCD IPS (720 x 1600 pixels HD+), 120 Hz – RAM : 8 Go – Mémoire: 256 Go – Processeur: MediaTek Dimension 6400 – Système d’exploitation: Android 15 ,  XOS 15.1 – Caméra arrière: 50 MP – Frontale: 5 MP – Connectivité : Wifi, 5G, Bluetooth 5.3 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 6000 mAh – Mise en charge: 18W charge rapide – Résistant à la poussière et aux éclaboussures : IP64 – Double SIM – Couleur : Vert – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60i-5g-8go-256go-vert-tunisie/
Smartphone Infinix Hot 60i 5G 8Go 256Go -Rouge,Infinix,171167,559.000,,8,256,6000,6.75,50,5,5G,Android 15,MediaTek,Rouge,1an,Oui,"Smartphone Infinix Hot 60I 5G: – Écran: 6,75″ LCD IPS (720 x 1600 pixels HD+), 120 Hz – RAM : 8 Go – Mémoire: 256 Go – Processeur: MediaTek Dimension 6400 – Système d’exploitation: Android 15 ,  XOS 15.1 – Caméra arrière: 50 MP – Frontale: 5 MP – Connectivité : Wifi, 5G, Bluetooth 5.3 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 6000 mAh – Mise en charge: 18W charge rapide – Résistant à la poussière et aux éclaboussures : IP64 – Double SIM – Couleur : Rouge – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60i-5g-8go-256go-rouge-tunisie/
Smartphone Infinix Hot 60 FF 5G 8Go 256Go -Noir,Infinix,161745,579.000,,8,256,5200,6.7,50,8,5G,Android 15,MediaTek,Noir,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 8 Go – Mémoire: 256 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-noir-tunisie/
Smartphone Infinix Hot 60 FF 5G 8Go 256Go -Vert,Infinix,161751,579.000,,8,256,5200,6.7,50,8,5G,Android 15,MediaTek,Vert,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 8 Go – Mémoire: 256 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Vert – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-vert-tunisie/
Smartphone Infinix Hot 60 FF 5G 8Go 256Go -Caramel,Infinix,161753,579.000,,8,256,5200,6.7,50,8,5G,Android 15,MediaTek,Caramel,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 8 Go – Mémoire: 256 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Caramel – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-caramel-tunisie/
Smartphone Infinix Hot 60 FF 5G 8Go 256Go -Bleu,Infinix,161756,579.000,,8,256,5200,6.7,50,8,5G,Android 15,MediaTek,Bleu,1an,Oui,"Smartphone Infinix Hot 60 FF 5G: – Écran: 6.7″ – Type d’écran : HD+ IPS , LCD – Résolution: 720 x 1600 pixels – RAM : 8 Go – Mémoire: 256 Go – Processeur: Mediatek Dimension 7020 (6 nm) Octa-core (2×2,2 GHz Cortex-A78 et 6×2,0 GHz Cortex-A55) – Système d’exploitation: Android 15/ XOS 15 – Caméra arrière: 50 MP, f/1,6 – Frontale: 8 MP, f/2.0 – Connectivité : Wifi, 5G, Bluetooth 5.4 – Capteurs: Empreintes digitales, Accéléromètre, Boussole, Gyroscope, Proximité – Batterie: 5200 mAh – Mise en charge: 18W – Résistant à la poussière et aux éclaboussures : IP64 – Taux de rafraîchissement: 120 Hz – Double SIM – Couleur : Bleu – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-bleu-tunisie/
Smartphone Honor X6C 12Go 256Go 4G – Noir,Honor,159149,599.000,,12,256,5300,6.61,,5,4G,Android 15,MediaTek,Noir,1an,Oui,"– Écran : 6,61″ LCD TFT (1604 x 720 pixels) 120Hz – Processeur: MediaTek Helio G81 Ultra Octa-core – Système d’exploitation: MagicOS 9.0, Android 15 – Mémoire RAM: 6 Go extensible jusqu’à 12 Go – Stockage: 256Go – Appareil photo Arrière: IA 50 MP (F1.8) + objectif auxiliaire – Avant : 5 MP (f/2.2) – Connectivité: Wi-Fi, Bluetooth 5.1, 4G – Double SIM – Capacité de la batterie: 5300 mAh – Résistance à l’eau et à la poussière: IP64 – HONOR SuperCharge 35W – Couleur: Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-honor-x6c-12go-256go-4g-noir-tunisie/
