price,value_score,total_specs_score,brand,network,os,processor_type,price_tier,price,name
479.0,0.7614492760288111,0.29476202659132456,Itel mobile,4G,Android 14,Octa Core,Budget,479.0,SMARTPHONE ITEL P65 / 12Go / 256 Go / Noir
479.0,0.675854915988411,0.2205275622007288,Oppo,4G,Android 15,Snapdragon,Budget,479.0,SMARTPHONE OPPO A6x 4G | 8Go / 128Go | Violet prune
479.0,0.675854915988411,0.2205275622007288,Oppo,4G,Android 15,Snapdragon,Budget,479.0,SMARTPHONE OPPO A6x 4G | 8Go / 128Go | Bleu glacé
479.0,0.7466253925030347,0.267623997312537,Vivo,4G,Android 15,Octa Core,Budget,479.0,Smartphone VIVO Y21D / 12 Go / 128 Go / Vert
479.0,0.7614492760288111,0.29476202659132456,Itel mobile,4G,Android 14,Octa Core,Budget,479.0,SMARTPHONE ITEL P65 / 12Go / 256 Go / Gris
479.0,0.7466253925030347,0.267623997312537,Vivo,4G,Android 15,Octa Core,Budget,479.0,Smartphone VIVO Y21D / 12 Go / 128 Go / Rouge Corail
499.0,0.6511959547089342,0.23508089386426112,Samsung,4G,Android 15,Octa Core,Budget,499.0,Samsung Galaxy A07 / 12 Go / 128 Go / Vert Avec Chargeur Secteur et Câble
499.0,0.708530939458441,0.33680854560378787,Itel mobile,4G,Android 13,Octa Core,Budget,499.0,Smartphone Itel S24 / 8 Go /256 GO / Blanc  + ÉCOUTEURS ITEL T1 Neo OFFERTS
499.0,0.6728470288225722,0.2394173943446711,Infinix,5G,Android 15,MediaTek,Budget,499.0,Smartphone Infinix HOT 60 5G / 6 Go / 128 Go / Noir
499.0,0.6511959547089342,0.23508089386426112,Samsung,4G,Android 15,Octa Core,Budget,499.0,Samsung Galaxy A07 / 12 Go / 128 Go / Noir Avec Chargeur Secteur et câble
499.0,0.6511959547089342,0.23508089386426112,Samsung,4G,Android 15,Octa Core,Budget,499.0,Samsung Galaxy A07 / 12 Go / 128 Go / Violet Avec Chargeur et Câble
499.0,0.7073477253190333,0.25789575057617664,OSCAL,4G,Android 13,MediaTek,Budget,499.0,Smartphone OSCAL Tiger 12 | 8+8G/128G | Bleu
499.0,0.7073477253190333,0.25789575057617664,OSCAL,4G,Android 13,MediaTek,Budget,499.0,Smartphone OSCAL Tiger 12 | 8+8G/128G | Gris
499.0,0.6728470288225722,0.2394173943446711,Infinix,5G,Android 15,MediaTek,Budget,499.0,Smartphone Infinix HOT 60 5G / 6 Go / 128 Go / Vert
499.0,0.6728470288225722,0.2394173943446711,Infinix,5G,Android 15,MediaTek,Budget,499.0,Smartphone Infinix HOT 60 5G / 6 Go / 128 Go / CARAMEL
499.0,0.6475968023812906,0.2365895145539163,Honor,4G,Android 15,Octa Core,Budget,499.0,Smartphone HONOR X6c / 12 Go / 128 Go / Blanc
499.0,0.6475968023812906,0.2365895145539163,Honor,4G,Android 15,Octa Core,Budget,499.0,Smartphone HONOR X6c / 12 Go / 128 Go / Cyan
499.0,0.5639253729563072,0.1739614496293163,Honor,4G,Android 15,Octa Core,Budget,499.0,Smartphone HONOR X6c / 6 Go / 128 Go / Noir
499.0,0.708530939458441,0.33680854560378787,Itel mobile,4G,Android 13,Octa Core,Budget,499.0,Smartphone Itel S24 / 8 Go /256 GO / NOIR + ÉCOUTEURS ITEL T1 NEO OFFERTS
499.0,0.6728470288225722,0.2394173943446711,Infinix,5G,Android 15,MediaTek,Budget,499.0,Smartphone Infinix HOT 60 5G / 6 Go / 128 Go / Bleu
499.0,0.5826159685391513,0.18953728810700643,Oppo,4G,Android 14,Octa Core,Budget,499.0,Smartphone Oppo A3x / 8 Go / 128 GO / Bleu
499.0,0.549266496877907,0.16816169467773723,realme,4G,Android 14,Unisoc,Budget,499.0,Smartphone Realme C61 / 8 Go / 256 Go / Vert
499.0,0.6006991934659425,0.19779688858670225,TECNO,5G,Android 14,MediaTek,Budget,499.0,Smartphone TECNO Spark 30C 5G  4+64 Go GRIS CLAIR
499.0,0.6006991934659425,0.19779688858670225,TECNO,5G,Android 14,MediaTek,Budget,499.0,Smartphone TECNO Spark 30C 5G  4+64 Go BLEU
499.0,0.549266496877907,0.16816169467773723,realme,4G,Android 14,Unisoc,Budget,499.0,Smartphone Realme C61 / 8 Go / 256 Go / Gold
529.0,0.754974988923859,0.3302463065101886,Vivo,4G,Android 15,Octa Core,Mid-Range,529.0,Smartphone VIVO Y21D / 12 Go / 256 Go / Vert
529.0,0.754974988923859,0.3302463065101886,Vivo,4G,Android 15,Octa Core,Mid-Range,529.0,Smartphone VIVO Y21D / 12 Go / 256 Go / Rouge Corail
539.0,0.5852031680481424,0.22596195681575754,Xiaomi,5G,Android 13,MediaTek,Mid-Range,539.0,SMARTPHONE XIAOMI REDMI 13C 5G 4+128G Twilight Blue
549.0,0.8129516554290842,0.385013235828335,Honor,4G,Android 14,Snapdragon,Mid-Range,549.0,SMARTPHONE HONOR X7C 16 Go / 256 Go / 4G / Blanc
549.0,0.8081895805930781,0.38109166720088405,Honor,4G,Android 14,Snapdragon,Mid-Range,549.0,SMARTPHONE HONOR X7C 16Go 256G 4G NOIR
549.0,0.8129516554290842,0.385013235828335,Honor,4G,Android 14,Snapdragon,Mid-Range,549.0,SMARTPHONE HONOR X7C 16Go 256G 4G VERT
549.0,0.6148059758582212,0.241453442883869,Samsung,4G,Android 14,Octa Core,Mid-Range,549.0,Smartphone Samsung Galaxy A16/ 8 Go /128 Go / GRIS
549.0,0.6148059758582212,0.241453442883869,Samsung,4G,Android 14,Octa Core,Mid-Range,549.0,Smartphone Samsung Galaxy A16/ 8 Go /128 Go / Noir
549.0,0.8703110396253292,0.4439625888488955,Xiaomi,4G,Android 15,Octa Core,Mid-Range,549.0,Smartphone XIAOMI Redmi 15C / 8GO / 256GO / TWILIGHT ORANGE
549.0,0.8703110396253292,0.4439625888488955,Xiaomi,4G,Android 15,Octa Core,Mid-Range,549.0,Smartphone XIAOMI Redmi 15C / 8GO / 256GO / MIDNIGHT BLACK
549.0,0.8703110396253292,0.4439625888488955,Xiaomi,4G,Android 15,Octa Core,Mid-Range,549.0,Smartphone XIAOMI Redmi 15C / 8GO / 256GO / MINT GREEN
549.0,0.8703110396253292,0.4439625888488955,Xiaomi,4G,Android 15,Octa Core,Mid-Range,549.0,Smartphone XIAOMI Redmi 15C / 8GO / 256GO / MOONLIGHT BLUE
559.0,0.5458371667211025,0.22773289023449705,Oppo,4G,Android 14,Octa Core,Mid-Range,559.0,Smartphone Oppo A3 / 12Go / 128 GO / Blanc
