model,brand,reference,price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
SMARTPHONE VIVO V50 24GO /256G / 5G / BLEU,Vivo,VIVO-V50-12-256-BL,1 599.000,24.0,256,6000.0,6.77,50.0,50.0,5G,Android 15,Snapdragon,BLEU,1 an,Oui,"SMARTPHONE VIVO V50 24GO /256G / 5G / BLEU [VIVO-V50-12-256-BL] Double SIM - Écran AMOLED 6.77"" ( 2392 × 1080 pixels), 120 Hz - Processeur Qualcomm Snapdragon 7 3e génération , (8 cœurs, 4 nm) - RAM 24 Go (12Go + 12Go Extensible) - Stockage 256 Go - Caméra avant 50 MP ( f/2.0) - Caméra arrière 50 MP ( f/1,88) + 50 MP ( f/2.0) - Flash arrière - Réseau 5G - Wi-Fi - Bluetooth 5.4 - Système d'exploitation: Funtouch OS 15 , Android 15 - Indice de protection IP: IP68 et IP69 - Batterie Li-ion 6000 mAh",https://www.tunisianet.com.tn/smartphone-tunisie/88413-smartphone-vivo-v50-24go-256g-5g-black.html
Smartphone XIAOMI Redmi Note 13 PRO + 5G/ 12GO /512GO / WHITE + Ecouteurs Bluetooth Redmi buds 6 play Offerts,Xiaomi,NOTE13PR+12/512-WH,1 649.000,12.0,512,5100.0,6.67,200.0,16.0,5G,Android 13,MediaTek,Blanc,1 an,Oui,"-150,000 DT -150,000 DT Smartphone XIAOMI Redmi Note 13 PRO + 5G/ 12GO /512GO / WHITE + Ecouteurs Bluetooth Redmi buds 6 play Offerts [NOTE13PR+12/512-WH] Double SIM - Écran 6.67"", AMOLED 1.5K, 1220 x 2712 pixels , taux de rafraîchissement 120 Hz , taux d'échantillonnage jusqu'à 240 Hz, 500 nits - Corning Gorilla Glass Victus - Processeur MediaTek Dimensity 7200 Octo-Core cadencé à 2.8 GHz - Taux de rafraîchissement 120Hz - RAM 12Go - Mémoire 512Go - Système: Android 13 avec MIUI14 - Appareils p",https://www.tunisianet.com.tn/telephonie-tablette/72524-smartphone-xiaomi-redmi-note-13-pro-5g-12go-512go-white.html
Smartphone XIAOMI Redmi Note 13 PRO+ 5G/ 12GO /512GO / Violet + Ecouteurs Bluetooth Redmi buds 6 play Offerts,Xiaomi,NOTE13PR+12/512-PR,1 649.000,12.0,512,5100.0,6.67,200.0,16.0,5G,Android 13,MediaTek,Violet,1 an,Oui,"-150,000 DT -150,000 DT Smartphone XIAOMI Redmi Note 13 PRO+ 5G/ 12GO /512GO / Violet + Ecouteurs Bluetooth Redmi buds 6 play Offerts [NOTE13PR+12/512-PR] Double SIM - Écran 6.67"", AMOLED 1.5K, 1220 x 2712 pixels , taux de rafraîchissement 120 Hz , taux d'échantillonnage jusqu'à 240 Hz, 500 nits - Corning Gorilla Glass Victus - Processeur MediaTek Dimensity 7200 Octo-Core cadencé à 2.8 GHz - Taux de rafraîchissement 120Hz - RAM 12Go - Mémoire 512Go - Système: Android 13 avec MIUI14 - Appareils p",https://www.tunisianet.com.tn/telephonie-tablette/72519-smartphone-xiaomi-redmi-note-13-pro-5g-12go-512go-violet.html
Smartphone Honor 90 5G / 24 Go / 512 Go / Noir,Honor,HONOR90-12/512-BK,1 699.000,24.0,512,5000.0,6.7,50.0,50.0,5G,Android 13,Octa Core,Noir,1 an,Oui,"-300,000 DT -300,000 DT Smartphone Honor 90 5G / 24 Go / 512 Go / Noir [HONOR90-12/512-BK] Double SIM - Ecran 6.7"" AMOLED Écran flottant Quad-curved 120Hz - (2664 × 1200 px) - Processeur : Octa-core Snapdragon 7 Gen 1 Accelerated Edition (4 nm) - RAM 24Go (12 Go + 12Go Extensible) - Stockage 512 Go - Système d'exploitation : MagicOS 7.1 (basé sur Android 13) - 3x Appareils photo ultra-clair 200 mégapixels (f/1,9) (Macro) + appareil photo ultra grand angle et macro 12 mégapixels (f/2,2) + capteur",https://www.tunisianet.com.tn/smartphone-tunisie/74006-smartphone-honor-90-5g-24-go-512-go-noir.html
Smartphone Samsung Galaxy A56 5G 16/128 Go / Noir,Samsung,SM-A56_5G-8-128G-BK,1 699.000,16.0,128,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Noir,1 an,Oui,"-100,000 DT -100,000 DT Smartphone Samsung Galaxy A56 5G 16/128 Go / Noir [SM-A56_5G-8-128G-BK] Double Sim - Ecran 6.7"" Super AMOLED, Full HD+ 1080 x 2340 pixels - Taux de Rafraîchissement 120 Hz - Processeur Octa-Core Exynos 1580 (4 nm) - RAM 16 Go (8Go + 8Go Extensible) - Mémoire 128 Go - Appareil Photo 50 MP + 12 MP + 5MP ( grand angle + ultra grand angle + Macro) - Caméra frontale de 12 MP (f/2.2) - Résolution Enregistrement Vidéo : 4K (3840 x 2160) @30fps - Réseau 5G - Connectivité BlueToot",https://www.tunisianet.com.tn/smartphone-tunisie/84301-smartphone-samsung-galaxy-a56-5g-16128-go-noir.html
Smartphone Samsung Galaxy A56 5G 16/128 Go / Gris,Samsung,SM-A56_5G-8-128G-GR,1 699.000,16.0,128,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Gris,1 an,Oui,"-100,000 DT -100,000 DT Smartphone Samsung Galaxy A56 5G 16/128 Go / Gris [SM-A56_5G-8-128G-GR] Double Sim - Ecran 6.7"" Super AMOLED, Full HD+ 1080 x 2340 pixels - Taux de Rafraîchissement 120 Hz - Processeur Octa-Core Exynos 1580 (4 nm) - RAM 16 Go (8Go + 8Go Extensible) - Mémoire 128 Go - Appareil Photo 50 MP + 12 MP + 5MP ( grand angle + ultra grand angle + Macro) - Caméra frontale de 12 MP (f/2.2) - Résolution Enregistrement Vidéo : 4K (3840 x 2160) @30fps - Réseau 5G - Connectivité BlueToot",https://www.tunisianet.com.tn/smartphone-tunisie/84302-smartphone-samsung-galaxy-a56-5g-16128-go-gris.html
Smartphone Samsung Galaxy A56 5G 16/128 Go / Vert,Samsung,SM-A56_5G-8-128G-VR,1 699.000,16.0,128,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Vert,1 an,,"-100,000 DT -100,000 DT Smartphone Samsung Galaxy A56 5G 16/128 Go / Vert [SM-A56_5G-8-128G-VR] Double Sim - Ecran 6.7"" Super AMOLED, Full HD+ 1080 x 2340 pixels - Taux de Rafraîchissement 120 Hz - Processeur Octa-Core Exynos 1580 (4 nm) - RAM 16 Go (8Go + 8Go Extensible) - Mémoire 128 Go - Appareil Photo 50 MP + 12 MP + 5MP ( grand angle + ultra grand angle + Macro) - Caméra frontale de 12 MP (f/2.2) - Résolution Enregistrement Vidéo : 4K (3840 x 2160) @30fps - Réseau 5G - Connectivité BlueToot",https://www.tunisianet.com.tn/smartphone-tunisie/84304-smartphone-samsung-galaxy-a56-5g-16128-go-vert.html
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Noir,Xiaomi,NOTE14PROPLUS5G-256-BK,1 749.000,8.0,256,5110.0,6.67,200.0,,5G,Android 14,Snapdragon,Noir,1 an,,"Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Noir [NOTE14PROPLUS5G-256-BK] Résistance à l'eau et à la poussière IP68 - Réseau 5G Ecran 6.67"" AMOLED 1.5K (1220 x 2712 pixels), taux de rafraîchissement de 120 Hz , 3000 nits, Protection Corning Gorilla Glass Victus 2 - Processeur Snapdragon 7s Gen3 (4nm) up to 2.5 Ghz - RAM 8 Go - Mémoire 256 Go - Système: Android 14 avec HyperOS - Caméras arrière : capteur principal de 200 MP + capteur ultra grand angle de 8 MP + caméra macro de 2 M",https://www.tunisianet.com.tn/telephonie-tablette/82601-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-noir.html
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Violet,Xiaomi,NOTE14PROPLUS5G-256-PR,1 749.000,8.0,256,5110.0,6.67,200.0,,5G,Android 14,Snapdragon,Violet,1 an,,"Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Violet [NOTE14PROPLUS5G-256-PR] Résistance à l'eau et à la poussière IP68 - Réseau 5G Ecran 6.67"" AMOLED 1.5K (1220 x 2712 pixels), taux de rafraîchissement de 120 Hz , 3000 nits, Protection Corning Gorilla Glass Victus 2 - Processeur Snapdragon 7s Gen3 (4nm) up to 2.5 Ghz - RAM 8 Go - Mémoire 256 Go - Système: Android 14 avec HyperOS - Caméras arrière : capteur principal de 200 MP + capteur ultra grand angle de 8 MP + caméra macro de 2",https://www.tunisianet.com.tn/telephonie-tablette/82600-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-violet.html
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Bleu,Xiaomi,NOTE14PROPLUS5G-256-BL,1 749.000,8.0,256,5110.0,6.67,200.0,,5G,Android 14,Snapdragon,Bleu,1 an,Oui,"Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Bleu [NOTE14PROPLUS5G-256-BL] Résistance à l'eau et à la poussière IP68 - Réseau 5G Ecran 6.67"" AMOLED 1.5K (1220 x 2712 pixels), taux de rafraîchissement de 120 Hz , 3000 nits, Protection Corning Gorilla Glass Victus 2 - Processeur Snapdragon 7s Gen3 (4nm) up to 2.5 Ghz - RAM 8 Go - Mémoire 256 Go - Système: Android 14 avec HyperOS - Caméras arrière : capteur principal de 200 MP + capteur ultra grand angle de 8 MP + caméra macro de 2 M",https://www.tunisianet.com.tn/telephonie-tablette/82602-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-bleu.html
Smartphone Samsung Galaxy A56 5G 16/256 Go / Vert,Samsung,SM-A56_5G-8-256G-VR,1 899.000,16.0,128,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Vert,1 an,,"Smartphone Samsung Galaxy A56 5G 16/256 Go / Vert [SM-A56_5G-8-256G-VR] Double Sim - Ecran 6.7"" Super AMOLED, Full HD+ 1080 x 2340 pixels - Taux de Rafraîchissement 120 Hz - Processeur Octa-Core Exynos 1580 (4 nm) - RAM 16 Go (8Go + 8Go Extensible) - Mémoire 128 Go - Appareil Photo 50 MP + 12 MP + 5MP ( grand angle + ultra grand angle + Macro) - Caméra frontale de 12 MP (f/2.2) - Résolution Enregistrement Vidéo : 4K (3840 x 2160) @30fps - Réseau 5G - Connectivité BlueTooth 5.3 - Wi-Fi - GPS - US",https://www.tunisianet.com.tn/smartphone-tunisie/84380-smartphone-samsung-galaxy-a56-5g-16256-go-vert.html
Smartphone Samsung Galaxy A56 5G 16/256 Go / Gris,Samsung,SM-A56_5G-8-256G-GR,1 899.000,16.0,256,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Gris,1 an,Oui,"Smartphone Samsung Galaxy A56 5G 16/256 Go / Gris [SM-A56_5G-8-256G-GR] Double Sim - Ecran 6.7"" Super AMOLED, Full HD+ 1080 x 2340 pixels - Taux de Rafraîchissement 120 Hz - Processeur Octa-Core Exynos 1580 (4 nm) - RAM 16 Go (8Go + 8Go Extensible) - Mémoire 256 Go - Appareil Photo 50 MP + 12 MP + 5MP ( grand angle + ultra grand angle + Macro) - Caméra frontale de 12 MP (f/2.2) - Résolution Enregistrement Vidéo : 4K (3840 x 2160) @30fps - Réseau 5G - Connectivité BlueTooth 5.3 - Wi-Fi - GPS - US",https://www.tunisianet.com.tn/smartphone-tunisie/84382-smartphone-samsung-galaxy-a56-5g-16256-go-gris.html
Smartphone Samsung Galaxy A56 5G 16/256 Go / Noir,Samsung,SM-A56_5G-8-256G-BK,1 899.000,16.0,256,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Noir,1 an,Oui,"Smartphone Samsung Galaxy A56 5G 16/256 Go / Noir [SM-A56_5G-8-256G-BK] Double Sim - Ecran 6.7"" Super AMOLED, Full HD+ 1080 x 2340 pixels - Taux de Rafraîchissement 120 Hz - Processeur Octa-Core Exynos 1580 (4 nm) - RAM 16 Go (8Go + 8Go Extensible) - Mémoire 256 Go - Appareil Photo 50 MP + 12 MP + 5MP ( grand angle + ultra grand angle + Macro) - Caméra frontale de 12 MP (f/2.2) - Résolution Enregistrement Vidéo : 4K (3840 x 2160) @30fps - Réseau 5G - Connectivité BlueTooth 5.3 - Wi-Fi - GPS - US",https://www.tunisianet.com.tn/smartphone-tunisie/84305-smartphone-samsung-galaxy-a56-5g-16256-go-noir.html
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 12 Go / 512 Go / Noir,Xiaomi,NOTE14PROPLUS5G-512-BK,1 999.000,12.0,512,5110.0,6.67,200.0,,5G,Android 14,Snapdragon,Noir,1 an,,"Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 12 Go / 512 Go / Noir [NOTE14PROPLUS5G-512-BK] Résistance à l'eau et à la poussière IP68 - Réseau 5G Ecran 6.67"" AMOLED 1.5K (1220 x 2712 pixels), taux de rafraîchissement de 120 Hz , 3000 nits, Protection Corning Gorilla Glass Victus 2 - Processeur Snapdragon 7s Gen3 (4nm) up to 2.5 Ghz - RAM 12 Go - Mémoire 512 Go - Système: Android 14 avec HyperOS - Caméras arrière : capteur principal de 200 MP + capteur ultra grand angle de 8 MP + caméra macro de 2",https://www.tunisianet.com.tn/telephonie-tablette/82604-smartphone-xiaomi-redmi-note-14-pro-5g-12-go-512-go-noir.html
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 12 Go / 512 Go / Bleu,Xiaomi,NOTE14PROPLUS5G-512-BL,1 999.000,12.0,512,5110.0,6.67,200.0,,5G,Android 14,Snapdragon,Bleu,1 an,,"Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 12 Go / 512 Go / Bleu [NOTE14PROPLUS5G-512-BL] Résistance à l'eau et à la poussière IP68 - Réseau 5G Ecran 6.67"" AMOLED 1.5K (1220 x 2712 pixels), taux de rafraîchissement de 120 Hz , 3000 nits, Protection Corning Gorilla Glass Victus 2 - Processeur Snapdragon 7s Gen3 (4nm) up to 2.5 Ghz - RAM 12 Go - Mémoire 512 Go - Système: Android 14 avec HyperOS - Caméras arrière : capteur principal de 200 MP + capteur ultra grand angle de 8 MP + caméra macro de 2",https://www.tunisianet.com.tn/telephonie-tablette/82605-smartphone-xiaomi-redmi-note-14-pro-5g-12-go-512-go-bleu.html
Smartphone Samsung Galaxy S23 FE / 5G / 8 Go / 256 Go / Gris,Samsung,SM-S23FE-GR,2 049.000,8.0,256,4500.0,6.4,50.0,10.0,5G,Android 13,Octa Core,Gris,1 an,Oui,"-450,000 DT -450,000 DT Smartphone Samsung Galaxy S23 FE / 5G / 8 Go / 256 Go / Gris [SM-S23FE-GR] Double SIM - Ecran Infinity 6.4"" FHD+ , Dynamic AMOLED 2X Résolution 1080 x 2340 px - Taux de Rafraichissement 120Hz - Gorilla Glass 5 - Processeur Samsung Exynos 2200 Octa-core 2.8 GHz 4nm - RAM 8 Go - Mémoire 256 Go - Android 13, One UI 5.1 - Appareils Photos: Caméra arrière: 50MP (wide) + 8MP (telephoto) + 12MP (ultrawide) , Caméra avant 10 MP - Batterie 4500 mAh - Charge rapide 25W - Lecteur d'",https://www.tunisianet.com.tn/smartphone-tunisie/70361-smartphone-samsung-galaxy-s23-fe-5g-8-go-256-go-gris.html
SMARTPHONE OPPO RENO 15F 5G | 24Go / 512Go | Bleu Aurore,Oppo,OPPO-RENO15F-5G-WH,2 099.000,24.0,512,7000.0,6.57,50.0,,5G,Android 16,Snapdragon,Bleu Aurore,2 an,Oui,"SMARTPHONE OPPO RENO 15F 5G | 24Go / 512Go | Bleu Aurore [OPPO-RENO15F-5G-WH] Double SIM - Écran AMOLED 6.57"" FHD+ - Résolution : 2372 × 1080 Pixels - Taux de rafraîchissement 120 Hz - Processeur Qualcomm Snapdragon 6 Gen 1 (4 nm) - RAM 12 Go Extensible jusqu'à 24 Go - Stockage 512 Go - Appareil photo : Arrière : Grand-angle : 50 Mpx, f/1.8 | Ultra grand-angle : 8 Mpx, f/2.2 | Macro : 2 MP, f/2.4 - Caméra Avant : Ultra grand-angle : 5 0 Mpx, f/2.0 - Capacité de la batterie 7000 mAh - Charge rapi",https://www.tunisianet.com.tn/smartphone-tunisie/92007-smartphone-oppo-reno-15f-5g-24go-512go-bleu-aurore.html
SMARTPHONE OPPO RENO 15F 5G | 24Go / 512Go | Bleu Crépuscule,Oppo,OPPO-RENO15F-5G-BL,2 099.000,24.0,512,7000.0,6.57,50.0,,5G,Android 16,Snapdragon,Bleu Crépuscule,2 an,Oui,"SMARTPHONE OPPO RENO 15F 5G | 24Go / 512Go | Bleu Crépuscule [OPPO-RENO15F-5G-BL] Double SIM - Écran AMOLED 6.57"" FHD+ - Résolution : 2372 × 1080 Pixels - Taux de rafraîchissement 120 Hz - Processeur Qualcomm Snapdragon 6 Gen 1 (4 nm) - RAM 12 Go Extensible jusqu'à 24 Go - Stockage 512 Go - Appareil photo : Arrière : Grand-angle : 50 Mpx, f/1.8 | Ultra grand-angle : 8 Mpx, f/2.2 | Macro : 2 MP, f/2.4 - Caméra Avant : Ultra grand-angle : 5 0 Mpx, f/2.0 - Capacité de la batterie 7000 mAh - Charge ",https://www.tunisianet.com.tn/smartphone-tunisie/92006-smartphone-oppo-reno-15f-5g-24go-512go-bleu-crepuscule.html
Smartphone Samsung Galaxy S24 FE / 8 Go / 256 Go / Bleu,Samsung,SM-S24FE-BL,2 199.000,8.0,8,4700.0,6.7,,10.0,5G,,,Bleu,1 an,Oui,"-790,000 DT -790,000 DT Smartphone Samsung Galaxy S24 FE / 8 Go / 256 Go / Bleu [SM-S24FE-BL] Double SIM - Écran 6.7"" Dynamic AMOLED 2X Full HD+ (1080 x 2340), 120 Hz - Processeur Deca-Core  Samsung Exynos 2400e , (3.1 GHz, 2.9 GHz, 2.6 GHz, 1.95 GHz) - Mémoire: 8 Go - Stockage: 256 Go - caméra arrière (Multiple): 50.0 MP + 12.0 MP + 8.0 MP - Auto Focus - Digital Zoom up to 30x - Résolution caméra frontale: 10.0 MP - Flash - Réseau 5G - Interface: USB Type C 3.2 - Wi-Fi - Bluetooth 5.3 - NFC - S",https://www.tunisianet.com.tn/smartphone-tunisie/79663-smartphone-samsung-galaxy-s24-fe-8-go-256-go-bleu.html
SMARTPHONE HONOR 400 Pro 5G / 24Go / 512Go / Gris Lunaire + Écouteur Bluetooth Honor X7 Lite Offerts,Honor,HONOR-400PRO_5G-12-512-GR,2 199.000,24.0,512,6000.0,6.7,200.0,,5G,Android 15,Snapdragon,Gris,1 an,Oui,"SMARTPHONE HONOR 400 Pro 5G / 24Go / 512Go / Gris Lunaire + Écouteur Bluetooth Honor X7 Lite Offerts [HONOR-400PRO_5G-12-512-GR] Ecran 6.7"" AMOLED - Résolution : 2800 × 1280 Pixels - Protection : Mohs niveau 4 - Taux de rafraichissement : 120 Hz - Processeur : Qualcomm Snapdragon 8 Gen 3 (4 nm) - GPU : Adréno 750 - Système d'exploitation : MagicOS 9.0 (basé sur Android 15) - RAM : 24Go (12 Go + 12Go Extensible) - Stockage : 512 Go -  Caméra principale 200 MP f/1.9 (grand angle) + 50 MP f/2.4 (té",https://www.tunisianet.com.tn/smartphone-tunisie/89716-smartphone-honor-400-pro-5g-24go-512go-gris-lunaire.html
Smartphone Samsung Galaxy S24 FE / 8 Go / 256 Go / Gris,Samsung,SM-S24FE-GR,2 199.000,8.0,8,4700.0,6.7,,10.0,5G,,,Gris,1 an,,"-790,000 DT -790,000 DT Smartphone Samsung Galaxy S24 FE / 8 Go / 256 Go / Gris [SM-S24FE-GR] Double SIM - Écran 6.7"" Dynamic AMOLED 2X Full HD+ (1080 x 2340), 120 Hz - Processeur Deca-Core  Samsung Exynos 2400e , (3.1 GHz, 2.9 GHz, 2.6 GHz, 1.95 GHz) - Mémoire: 8 Go - Stockage: 256 Go - caméra arrière (Multiple): 50.0 MP + 12.0 MP + 8.0 MP - Auto Focus - Digital Zoom up to 30x - Résolution caméra frontale: 10.0 MP - Flash - Réseau 5G - Interface: USB Type C 3.2 - Wi-Fi - Bluetooth 5.3 - NFC - S",https://www.tunisianet.com.tn/smartphone-tunisie/79660-smartphone-samsung-galaxy-s24-fe-8-go-256-go-gris-.html
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / LIGHT BLUE,Samsung,SM-S25FE-8-256G-BL,2 349.000,8.0,8,4900.0,6.7,,12.0,5G,Android 16,,LIGHT BLUE,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / LIGHT BLUE [SM-S25FE-8-256G-BL] Double SIM - Écran 6.7"" LTPO Dynamic AMOLED 2X Full HD+ - Résolution : 1080 x 2340 px - Taux de rafraichissement : 120 Hz - Protection : Verre Corning Gorilla Glass Victus+, Mohs niveau 5 - HDR10+ - Processeur Deca-Core Exynos 2400 (4 nm) - GPU : Xclipse 940 - Mémoire : 8 Go - Stockage : 256 Go - caméra arrière (Multiple) : 50.0 MP f/1,8 (grand angle) + 12.0 MP f/2,2 (ultra grand angle) + ",https://www.tunisianet.com.tn/smartphone-tunisie/89200-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-light-blue.html
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / Black,Samsung,SM-S25FE-8-256G-BK,2 349.000,8.0,8,4900.0,6.7,,12.0,5G,Android 16,,Black,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / Black [SM-S25FE-8-256G-BK] Double SIM - Écran 6.7"" LTPO Dynamic AMOLED 2X Full HD+ - Résolution : 1080 x 2340 px - Taux de rafraichissement : 120 Hz - Protection : Verre Corning Gorilla Glass Victus+, Mohs niveau 5 - HDR10+ - Processeur Deca-Core Exynos 2400 (4 nm) - GPU : Xclipse 940 - Mémoire : 8 Go - Stockage : 256 Go - caméra arrière (Multiple) : 50.0 MP f/1,8 (grand angle) + 12.0 MP f/2,2 (ultra grand angle) + 8.0 M",https://www.tunisianet.com.tn/smartphone-tunisie/89199-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-black.html
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / DARK BLUE,Samsung,SM-S25FE-8-256G-DB,2 349.000,8.0,8,4900.0,6.7,,12.0,5G,Android 16,,DARK BLUE,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / DARK BLUE [SM-S25FE-8-256G-DB] Double SIM - Écran 6.7"" LTPO Dynamic AMOLED 2X Full HD+ - Résolution : 1080 x 2340 px - Taux de rafraichissement : 120 Hz - Protection : Verre Corning Gorilla Glass Victus+, Mohs niveau 5 - HDR10+ - Processeur Deca-Core Exynos 2400 (4 nm) - GPU : Xclipse 940 - Mémoire : 8 Go - Stockage : 256 Go - caméra arrière (Multiple) : 50.0 MP f/1,8 (grand angle) + 12.0 MP f/2,2 (ultra grand angle) + 8",https://www.tunisianet.com.tn/smartphone-tunisie/89201-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-dark-blue.html
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / White,Samsung,SM-S25FE-8-256G-WH,2 349.000,8.0,8,4900.0,6.7,,12.0,5G,Android 16,,White,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / White [SM-S25FE-8-256G-WH] Double SIM - Écran 6.7"" LTPO Dynamic AMOLED 2X Full HD+ - Résolution : 1080 x 2340 px - Taux de rafraichissement : 120 Hz - Protection : Verre Corning Gorilla Glass Victus+, Mohs niveau 5 - HDR10+ - Processeur Deca-Core Exynos 2400 (4 nm) - GPU : Xclipse 940 - Mémoire : 8 Go - Stockage : 256 Go - caméra arrière (Multiple) : 50.0 MP f/1,8 (grand angle) + 12.0 MP f/2,2 (ultra grand angle) + 8.0 M",https://www.tunisianet.com.tn/smartphone-tunisie/89202-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-white.html
SMARTPHONE OPPO RENO 15 5G | 24Go / 512Go | Blanc Aurore,Oppo,OPPO-RENO15-5G-WH,2 399.000,24.0,512,6500.0,6.59,50.0,,5G,Android 16,Snapdragon,Blanc Aurore,2 an,Oui,"SMARTPHONE OPPO RENO 15 5G | 24Go / 512Go | Blanc Aurore [OPPO-RENO15-5G-WH] Double SIM - Écran AMOLED 6.59"" FHD+ - Résolution : 2760 × 1256 Pixels - Taux de rafraîchissement 120 Hz - Protection d'écran : Corning Gorilla Glass 7i - Processeur Qualcomm Snapdragon 7 Gen 4 (4 nm) - RAM 12 Go Extensible jusqu'à 24 Go - Stockage 512 Go - Appareil photo : Arrière : Grand-angle : 50 Mpx, f/1.8 | Téléobjectif : 50 Mpx, f/2.8 | Ultra grand-angle : 8 Mpx, f/2.2 - Caméra Avant : Ultra grand-angle : 5 0 Mpx",https://www.tunisianet.com.tn/smartphone-tunisie/91989-smartphone-oppo-reno-15-5g-24go-512go-blanc-aurore.html
SMARTPHONE OPPO RENO 15 5G | 24Go / 512Go | Bleu Crépuscule,Oppo,OPPO-RENO15-5G-BL,2 399.000,24.0,512,6500.0,6.59,50.0,,5G,Android 16,Snapdragon,Bleu Crépuscule,2 an,Oui,"SMARTPHONE OPPO RENO 15 5G | 24Go / 512Go | Bleu Crépuscule [OPPO-RENO15-5G-BL] Double SIM - Écran AMOLED 6.59"" FHD+ - Résolution : 2760 × 1256 Pixels - Taux de rafraîchissement 120 Hz - Protection d'écran : Corning Gorilla Glass 7i - Processeur Qualcomm Snapdragon 7 Gen 4 (4 nm) - RAM 12 Go Extensible jusqu'à 24 Go - Stockage 512 Go - Appareil photo : Arrière : Grand-angle : 50 Mpx, f/1.8 | Téléobjectif : 50 Mpx, f/2.8 | Ultra grand-angle : 8 Mpx, f/2.2 - Caméra Avant : Ultra grand-angle : 5 0 ",https://www.tunisianet.com.tn/smartphone-tunisie/91987-smartphone-oppo-reno-15-5g-24go-512go-bleu-crepuscule.html
Smartphone Apple iPhone 15 / 5G / 6 Go / 128 Go / Bleu,Apple,MTP43AA/A,3 499.000,6.0,128,3349.0,6.1,48.0,,5G,iOS,Apple,Bleu,2 an,,"-1 130,000 DT -1 130,000 DT Smartphone Apple iPhone 15 / 5G / 6 Go / 128 Go / Bleu [MTP43AA/A] Double SIM - Écran HDR Super Retina XDR OLED 6.1"" - Résolution 2556 x 1179 pixels - Puce A16 Bionic avec GPU 5 cœurs (CPU 6 cœurs, GPU 5 cœurs, Neural Engine 16 cœurs) - RAM 6 Go - Stockage 128 Go - Double appareil photo avancé: (Objectif principal 48 Mpx 26 mm, ouverture ƒ/1.6 / Ultra grand-angle 12 Mpx 13 mm, ouverture ƒ/2.4 / Téléobjectif 2x 12 Mpx 52 mm ouverture ƒ/1.6) - Flash True Tone - Caméra T",https://www.tunisianet.com.tn/smartphone-tunisie/71914-smartphone-apple-iphone-15-5g-6-go-128-go-bleu.html
